loss,actor_loss,critic_loss,mean_entropy,mean_reward,mean_value,mean_returns,mean_advantage,gradient_norm
-0.1066,-0.1172,0.0415,1.0169,0.3065,1.1258,1.1732,0.0802,0.4570
-0.0882,-0.0906,0.0270,1.1090,0.2643,1.1733,1.2021,0.0187,1.0833
-0.0763,-0.0780,0.0198,0.8172,0.2880,1.2799,1.2864,0.0360,0.9615
-0.0412,-0.0343,0.0087,1.1231,0.2626,1.2687,1.2646,-0.0106,1.6971
-0.0273,-0.0312,0.0239,0.8064,0.3206,1.3022,1.2936,-0.0012,0.8531
-0.0167,-0.0184,0.0217,0.9165,0.2763,1.2486,1.2054,-0.0553,0.5849
-0.1058,-0.1075,0.0194,0.8055,0.3218,1.2546,1.2832,0.0658,1.0120
-0.0968,-0.0997,0.0258,1.0004,0.2955,1.1758,1.1845,0.0750,1.2238
-0.1989,-0.1909,0.0056,1.0780,0.3608,1.2862,1.2651,0.1576,0.6564
0.0541,0.0420,0.0427,0.9184,0.2718,1.3271,1.2269,-0.1052,1.1056
0.0145,-0.0052,0.0594,1.0034,0.2643,1.1995,1.2019,-0.0573,0.5776
0.0408,-0.0037,0.1079,0.9473,0.2353,1.0741,1.0587,-0.0522,0.5224
-0.0495,-0.0537,0.0267,0.9236,0.3093,1.2815,1.3455,0.0085,0.9392
-0.0812,-0.0847,0.0237,0.8400,0.3843,1.2422,1.2841,0.0343,0.7131
0.0145,0.0020,0.0447,0.9796,0.3128,1.2524,1.2684,-0.0399,1.3235
-0.0713,-0.0792,0.0350,0.9584,0.3547,1.2185,1.2628,0.0214,1.3054
-0.1195,-0.1206,0.0208,0.9304,0.2734,1.3039,1.3025,0.0882,0.5226
0.0190,0.0233,0.0079,0.8219,0.3517,1.3569,1.3221,-0.0720,1.2864
-0.0212,-0.0191,0.0113,0.7705,0.2843,1.2613,1.2588,-0.0277,0.3820
-0.0480,-0.0515,0.0230,0.7991,0.2915,1.0949,1.1051,-0.0125,0.5204
-0.0460,-0.0672,0.0584,0.8034,0.3175,1.1666,1.2311,-0.0064,0.8876
-0.0245,-0.0380,0.0427,0.7945,0.2999,1.1517,1.1757,0.0075,1.1241
0.0020,-0.0113,0.0450,0.9235,0.3336,1.1103,1.1271,-0.0456,2.0631
-0.0313,-0.0353,0.0236,0.7840,0.3225,1.3123,1.2685,-0.0161,1.1106
0.0190,0.0201,0.0134,0.7851,0.2804,1.2264,1.2384,-0.0850,1.3917
-0.0375,-0.0588,0.0638,1.0591,0.2590,1.1221,1.1003,0.0017,0.5969
0.0271,0.0053,0.0643,1.0325,0.2317,1.0638,1.0256,-0.0663,0.9344
-0.0837,-0.0992,0.0500,0.9483,0.2192,1.0968,1.1065,0.0255,1.4350
-0.0179,-0.0151,0.0113,0.8453,0.3005,1.2793,1.2632,-0.0465,1.1413
0.0948,0.0933,0.0217,0.9352,0.2962,1.2136,1.2090,-0.1281,0.8130
-0.1590,-0.1597,0.0191,0.8786,0.2859,1.2253,1.2713,0.1173,0.8518
-0.0196,-0.0156,0.0089,0.8461,0.2858,1.2425,1.2530,-0.0314,0.7700
-0.0303,-0.0427,0.0419,0.8563,0.2636,1.2056,1.1994,-0.0061,1.6837
-0.0201,-0.0156,0.0071,0.8044,0.3429,1.2642,1.2879,0.0036,1.2886
-0.0780,-0.0817,0.0275,1.0006,0.1934,1.0723,1.1006,0.0129,0.9825
-0.0726,-0.0866,0.0451,0.8543,0.3380,1.2280,1.2614,0.0212,0.6325
-0.0499,-0.0492,0.0159,0.8557,0.2557,1.2413,1.2201,-0.0051,0.5689
-0.0692,-0.0782,0.0346,0.8289,0.3198,1.2294,1.2294,0.0353,0.6773
-0.0694,-0.0758,0.0298,0.8472,0.2971,1.1732,1.1792,0.0016,1.0441
-0.1009,-0.1035,0.0198,0.7380,0.3016,1.1420,1.1725,0.0454,0.3541
-0.0106,-0.0191,0.0342,0.8575,0.3196,1.1865,1.1892,-0.0303,0.3007
0.0067,0.0116,0.0070,0.8394,0.3129,1.2760,1.2687,-0.0762,0.5760
-0.1612,-0.1548,0.0046,0.8739,0.3558,1.3546,1.3496,0.0815,1.2633
-0.1063,-0.1161,0.0366,0.8501,0.3285,1.2588,1.2334,0.0688,1.3489
-0.0738,-0.0717,0.0093,0.6743,0.2866,1.2686,1.2603,-0.0068,0.5273
-0.0973,-0.0942,0.0126,0.9418,0.2834,1.1767,1.1616,0.0298,0.7503
-0.1306,-0.1292,0.0137,0.8219,0.3013,1.1584,1.2366,0.0572,1.0150
0.0410,0.0473,0.0056,0.9098,0.3295,1.2404,1.2043,-0.1140,1.3031
-0.1434,-0.1415,0.0121,0.7917,0.2579,1.2697,1.2911,0.0973,0.3805
0.0014,0.0036,0.0081,0.6225,0.2872,1.3703,1.3615,-0.0628,0.3270
-0.0282,-0.0396,0.0410,0.9152,0.2151,1.0807,1.1146,-0.0311,0.4513
0.0174,0.0089,0.0365,0.9783,0.3180,1.1759,1.2197,-0.0636,1.5368
-0.0464,-0.0427,0.0087,0.8020,0.2803,1.2295,1.2270,-0.0356,0.9213
-0.1224,-0.1183,0.0090,0.8660,0.3125,1.3225,1.3155,0.0676,0.6096
-0.1176,-0.1169,0.0181,0.9747,0.2957,1.1826,1.2108,0.0528,0.8418
0.0252,0.0216,0.0246,0.8663,0.3231,1.3066,1.2813,-0.0839,1.0975
-0.0775,-0.0801,0.0227,0.8788,0.3050,1.2702,1.2991,0.0380,0.7866
0.0500,0.0497,0.0210,1.0190,0.2783,1.2056,1.1689,-0.1095,1.1870
-0.1093,-0.1128,0.0244,0.8695,0.2933,1.2318,1.2080,0.0679,0.9193
-0.0491,-0.0578,0.0378,1.0195,0.2978,1.1293,1.1583,-0.0071,0.7395
-0.0511,-0.0435,0.0044,0.9815,0.3028,1.2795,1.2691,-0.0235,1.1612
-0.0036,-0.0060,0.0226,0.8806,0.3301,1.1272,1.1687,-0.0841,0.9022
-0.1034,-0.1196,0.0513,0.9521,0.2884,1.1381,1.1496,0.0610,1.0977
0.0054,-0.0240,0.0764,0.8801,0.2838,1.1303,1.1188,-0.0449,1.0097
-0.0578,-0.0948,0.0920,0.8948,0.2685,1.1401,1.1417,0.0335,0.9435
0.0134,0.0024,0.0380,0.7948,0.3573,1.2103,1.1928,-0.0465,1.5194
-0.0272,-0.0467,0.0572,0.9141,0.2397,1.0791,1.0043,-0.0203,1.5936
-0.0344,-0.0410,0.0344,1.0615,0.2782,1.0987,1.0707,-0.0244,1.3406
0.0068,0.0084,0.0096,0.6411,0.2994,1.3042,1.2692,-0.0796,1.0779
-0.0154,-0.0245,0.0337,0.7727,0.3484,1.2560,1.2559,-0.0399,0.7750
-0.0746,-0.0760,0.0212,0.9187,0.2611,1.0617,1.1147,0.0351,0.9139
0.0052,-0.0338,0.0979,0.9909,0.2833,1.0024,1.0313,-0.0279,1.6849
-0.0404,-0.0509,0.0365,0.7743,0.3366,1.2594,1.2570,0.0056,0.5288
-0.0021,-0.0270,0.0697,0.9951,0.2457,1.0418,1.0608,-0.0317,1.0708
0.0176,-0.0036,0.0656,1.1597,0.2356,0.9653,0.9450,-0.0498,0.9513
-0.1086,-0.1170,0.0368,1.0069,0.2506,1.0821,1.1500,0.0643,1.2936
0.0233,0.0071,0.0531,1.0400,0.2583,1.1623,1.1266,-0.0016,2.0096
0.0115,-0.0307,0.1035,0.9460,0.3236,1.1470,1.0741,-0.0422,1.2108
-0.0759,-0.0880,0.0466,1.1218,0.2750,1.0639,1.0733,0.0280,0.9127
-0.0009,-0.0153,0.0470,0.9075,0.2902,1.2222,1.2160,-0.0220,1.7570
-0.1350,-0.1359,0.0197,0.9013,0.2985,1.1580,1.1925,0.0453,0.6136
0.0313,0.0324,0.0140,0.8146,0.3184,1.1990,1.1980,-0.1102,0.4123
-0.0015,-0.0107,0.0372,0.9486,0.2692,1.2125,1.2347,-0.0302,0.9301
0.0118,-0.0432,0.1258,0.7859,0.3222,1.1449,1.1335,-0.0219,0.9219
-0.2095,-0.2165,0.0282,0.7098,0.3602,1.2431,1.3034,0.1660,1.1130
-0.0752,-0.0697,0.0043,0.7625,0.3539,1.3484,1.3449,-0.0147,1.4936
-0.0089,-0.0073,0.0099,0.6567,0.3996,1.3515,1.3424,-0.0428,0.6012
0.0366,0.0108,0.0686,0.8509,0.2546,1.2445,1.1923,-0.0840,0.7369
-0.1052,-0.1196,0.0410,0.6102,0.3102,1.2848,1.2630,0.0654,0.4808
0.1038,0.1040,0.0155,0.7967,0.3343,1.3079,1.2906,-0.1571,2.9836
-0.0547,-0.0975,0.1014,0.7940,0.2351,1.1082,1.1573,0.0474,0.9307
-0.0199,-0.0371,0.0495,0.7555,0.3178,1.2587,1.2362,-0.0222,1.2987
-0.0710,-0.0677,0.0079,0.7234,0.3128,1.3003,1.3430,0.0305,1.7105
-0.0370,-0.0401,0.0231,0.8447,0.2730,1.1594,1.1557,-0.0382,0.4985
-0.0577,-0.0830,0.0708,1.0068,0.2235,1.1031,1.1125,0.0544,1.3261
-0.1060,-0.1092,0.0232,0.8347,0.2653,1.2292,1.1963,0.0572,2.5310
0.0435,0.0465,0.0086,0.7248,0.3671,1.3000,1.2922,-0.0976,1.1660
0.0520,0.0484,0.0229,0.7802,0.3273,1.2484,1.2086,-0.1180,0.8616
-0.0450,-0.0460,0.0149,0.6453,0.3418,1.3762,1.3744,-0.0005,0.4551
-0.0607,-0.0703,0.0305,0.5601,0.2910,1.2917,1.2979,0.0274,0.4031
-0.0343,-0.0426,0.0308,0.7078,0.2736,1.2857,1.2569,-0.0088,0.5112
-0.0204,-0.0245,0.0220,0.6850,0.2333,1.3464,1.2817,-0.0262,1.1506
-0.0690,-0.0741,0.0241,0.6958,0.2881,1.2336,1.2471,0.0220,2.3110
-0.0944,-0.0983,0.0180,0.5132,0.3565,1.3785,1.3143,0.0480,0.9145
-0.0133,-0.0176,0.0220,0.6693,0.2919,1.2560,1.2518,-0.0465,0.8482
-0.0414,-0.0465,0.0224,0.6159,0.2933,1.2025,1.1878,0.0194,2.3507
-0.0669,-0.0628,0.0050,0.6582,0.3321,1.2484,1.2489,0.0210,0.7366
-0.0336,-0.0426,0.0305,0.6249,0.2704,1.1826,1.1706,0.0041,0.3716
-0.0992,-0.1157,0.0460,0.6617,0.3335,1.1631,1.2221,0.0557,0.7937
-0.0250,-0.0249,0.0101,0.5159,0.3079,1.3041,1.2793,-0.0399,1.2858
-0.0146,-0.0268,0.0373,0.6440,0.2437,1.2267,1.1982,-0.0364,1.0202
-0.0719,-0.0879,0.0444,0.6163,0.2761,1.2151,1.2586,0.0311,0.7981
0.0077,-0.0113,0.0515,0.6680,0.2590,1.1235,1.1482,-0.0168,2.3581
0.0246,0.0211,0.0169,0.4933,0.3467,1.2842,1.3145,-0.0542,0.6152
-0.1204,-0.1243,0.0206,0.6328,0.2636,1.0947,1.1450,0.0966,0.6804
-0.1376,-0.1347,0.0058,0.5780,0.2866,1.3161,1.2974,0.0931,2.3662
0.0163,0.0092,0.0227,0.4285,0.2960,1.2534,1.2288,-0.0481,1.0183
-0.0423,-0.0493,0.0252,0.5556,0.2679,1.1913,1.1780,0.0053,0.8256
0.0162,0.0153,0.0120,0.5103,0.2805,1.2538,1.2199,-0.0713,0.8460
-0.0423,-0.0566,0.0403,0.5866,0.2743,1.2092,1.2216,-0.0037,0.6254
-0.1624,-0.1710,0.0257,0.4285,0.3529,1.3185,1.3104,0.1383,0.8395
0.0121,0.0094,0.0154,0.4973,0.3380,1.2811,1.2623,-0.0363,1.5188
0.0125,-0.0147,0.0644,0.5008,0.2627,1.0714,1.0647,-0.0522,0.6312
-0.0090,-0.0278,0.0479,0.5105,0.2618,1.2269,1.1809,-0.0236,2.0529
-0.0299,-0.0331,0.0180,0.5801,0.2568,1.2309,1.2273,-0.0094,2.8774
-0.0910,-0.0905,0.0097,0.5306,0.2971,1.2529,1.2481,0.0393,0.5423
-0.0663,-0.0735,0.0259,0.5749,0.2546,1.1344,1.1737,0.0444,1.0794
-0.0806,-0.1092,0.0674,0.5065,0.2632,1.0371,1.1252,0.0430,1.1708
-0.0747,-0.0729,0.0079,0.5775,0.2603,1.2274,1.2283,0.0162,0.4847
-0.0529,-0.0542,0.0106,0.3993,0.2807,1.2530,1.2624,0.0189,0.5418
0.1054,0.0936,0.0342,0.5334,0.1975,1.0527,1.0644,-0.1155,0.8344
-0.0494,-0.0486,0.0070,0.4292,0.3044,1.2802,1.2670,0.0144,0.8302
0.0018,-0.0048,0.0232,0.4994,0.2876,1.2236,1.2237,-0.0369,0.8694
-0.0184,-0.0260,0.0271,0.5970,0.3013,1.0871,1.0815,-0.0327,1.1541
-0.1935,-0.2239,0.0714,0.5324,0.2450,1.0450,1.1711,0.1932,1.3515
-0.0139,-0.0358,0.0555,0.5856,0.2649,1.0798,1.0366,-0.0124,0.8318
-0.0303,-0.0409,0.0336,0.6249,0.2382,1.0327,1.0160,0.0179,0.5241
-0.0600,-0.0765,0.0437,0.5374,0.3347,1.1445,1.1491,0.0541,0.9367
0.0543,0.0490,0.0191,0.4266,0.3460,1.2090,1.2003,-0.0848,0.6634
-0.0543,-0.0711,0.0437,0.4998,0.2988,1.0967,1.0864,0.0268,1.9708
-0.1681,-0.1787,0.0349,0.6855,0.2322,1.0683,1.0773,0.1232,1.3976
0.0768,0.0421,0.0813,0.5949,0.3058,1.2721,1.2150,-0.0897,0.8952
0.0354,0.0158,0.0497,0.5228,0.2765,1.1795,1.1996,-0.0523,1.2156
-0.0255,-0.0441,0.0492,0.6049,0.2939,1.2606,1.2413,-0.0027,0.8207
-0.0422,-0.0605,0.0495,0.6358,0.3100,1.2544,1.2082,0.0078,1.2249
-0.0358,-0.0442,0.0293,0.6228,0.2972,1.2041,1.2055,0.0135,2.0174
-0.0777,-0.0813,0.0195,0.6160,0.2766,1.2646,1.2195,0.0398,1.0987
-0.0390,-0.0355,0.0126,0.9844,0.3258,1.2819,1.2578,-0.0030,1.0873
-0.0155,-0.0235,0.0298,0.6869,0.2868,1.0434,1.0567,-0.0307,0.9906
0.0585,0.0370,0.0602,0.8646,0.2281,1.2100,1.1567,-0.1087,0.5625
-0.0204,-0.0539,0.0832,0.8111,0.2471,1.1863,1.1286,0.0007,0.9833
-0.1345,-0.1319,0.0138,0.9489,0.3302,1.3177,1.2762,0.0518,1.0802
0.0092,-0.0221,0.0802,0.8789,0.2823,1.1599,1.1884,-0.0266,1.3701
0.1054,0.0733,0.0799,0.7735,0.3147,1.2837,1.2274,-0.1253,1.0771
0.0918,0.0122,0.1756,0.8201,0.2887,1.2301,1.1696,-0.0779,0.9239
-0.0414,-0.0800,0.0926,0.7686,0.2920,1.1296,1.1285,0.0429,0.8857
-0.0208,-0.0300,0.0335,0.7593,0.2787,1.1881,1.1773,-0.0029,1.3617
-0.0113,-0.0387,0.0701,0.7738,0.2822,1.1392,1.1382,-0.0247,1.0237
-0.0112,-0.0350,0.0602,0.6355,0.3338,1.2101,1.1983,-0.0302,1.1640
-0.0624,-0.0724,0.0362,0.8129,0.3135,1.2101,1.2089,0.0518,1.3985
0.1180,0.0816,0.0865,0.6870,0.2815,1.2917,1.1835,-0.1108,0.9922
0.0406,-0.0222,0.1385,0.6420,0.2186,1.0451,1.0336,-0.0158,1.6612
0.0756,0.0346,0.0933,0.5632,0.2811,1.1276,1.1198,-0.1003,0.7425
0.0237,0.0001,0.0572,0.5041,0.2748,1.2134,1.2106,-0.0459,0.4162
0.0300,-0.0080,0.0875,0.5725,0.2535,1.1889,1.1582,-0.0516,0.9773
0.0505,-0.0007,0.1119,0.4795,0.2968,1.1627,1.1344,-0.0492,0.8848
-0.0775,-0.1103,0.0754,0.4879,0.3044,1.1324,1.2345,0.0846,3.6711
-0.0001,-0.0306,0.0680,0.3501,0.2456,1.0081,1.0405,0.0342,6.5410
0.0395,-0.0213,0.1322,0.5364,0.2809,1.1628,1.1435,-0.0151,1.1429
0.0877,0.0362,0.1152,0.6082,0.2752,1.1050,1.0915,-0.0717,4.0210
-0.0209,-0.0618,0.0913,0.4753,0.2909,1.1843,1.1670,0.0131,0.6998
0.0407,0.0355,0.0212,0.5415,0.2893,1.3064,1.2348,-0.0657,1.2642
-0.0380,-0.0614,0.0551,0.4133,0.2824,1.2039,1.2372,0.0118,0.9696
0.0441,-0.0057,0.1133,0.6815,0.3035,1.1873,1.2043,-0.0291,1.0732
0.0513,0.0143,0.0892,0.7524,0.3042,1.1619,1.2249,-0.0157,1.5756
-0.0303,-0.0334,0.0207,0.7217,0.2625,1.1940,1.2232,-0.0227,1.3159
-0.1231,-0.1632,0.0954,0.7536,0.2802,1.1107,1.1495,0.1151,0.6846
-0.0211,-0.0253,0.0238,0.7658,0.3128,1.2179,1.2662,-0.0185,1.6029
-0.0040,-0.0052,0.0195,0.8453,0.3344,1.2907,1.3151,-0.0269,1.2916
-0.1037,-0.1022,0.0121,0.7588,0.3118,1.2622,1.2629,0.0464,0.6537
-0.0712,-0.0776,0.0277,0.7439,0.2868,1.2266,1.2539,0.0250,0.9043
0.0403,0.0184,0.0634,0.9793,0.3434,1.2573,1.2574,-0.0589,1.2981
-0.0747,-0.0747,0.0168,0.8440,0.2864,1.3135,1.2918,0.0117,0.5841
0.1080,0.0917,0.0527,0.9982,0.2934,1.2962,1.2756,-0.0546,6.2027
-0.0627,-0.1154,0.1248,0.9685,0.2952,1.1503,1.1497,0.0544,1.5096
0.0282,-0.0063,0.0871,0.9132,0.2628,1.1688,1.1381,-0.0569,0.7244
-0.1247,-0.1266,0.0203,0.8209,0.3272,1.2983,1.2958,0.0933,1.0244
0.0730,0.0289,0.1052,0.8524,0.2679,1.1322,1.1180,-0.0772,1.4205
-0.0034,-0.0560,0.1229,0.8826,0.2774,1.1928,1.1669,0.0039,1.1593
-0.1130,-0.1084,0.0088,0.9020,0.2575,1.2758,1.2893,0.0850,1.7914
0.0348,-0.0232,0.1332,0.8600,0.2927,1.2116,1.1280,-0.0377,1.0621
0.1011,0.0491,0.1223,0.9095,0.3245,1.0905,1.0941,-0.1201,0.4916
-0.0070,-0.0465,0.0969,0.8911,0.2748,1.1909,1.1605,-0.0130,0.7857
0.0134,-0.0186,0.0814,0.8750,0.2893,1.2333,1.2125,-0.0309,0.8371
-0.0523,-0.0537,0.0210,0.9095,0.3295,1.2540,1.2425,-0.0070,1.4440
-0.0724,-0.0719,0.0155,0.8218,0.2895,1.2341,1.2334,0.0354,2.0310
-0.0013,-0.0273,0.0678,0.7912,0.2887,1.0807,1.0966,-0.0248,0.5760
0.0592,0.0322,0.0685,0.7204,0.2707,1.2446,1.1666,-0.0818,0.9195
-0.1072,-0.1187,0.0374,0.7187,0.3172,1.2193,1.2509,0.0795,0.6848
0.0127,-0.0122,0.0654,0.7772,0.2771,1.1579,1.1694,-0.0210,1.3004
0.0084,0.0069,0.0190,0.7956,0.2724,1.1650,1.1524,-0.0705,0.7065
-0.0516,-0.0769,0.0680,0.8655,0.2829,1.0803,1.0688,0.0348,3.1692
-0.0298,-0.0338,0.0244,0.8225,0.3240,1.2222,1.2301,-0.0181,0.7985
-0.0369,-0.0612,0.0626,0.7005,0.3009,1.1672,1.1856,0.0089,0.6429
-0.1158,-0.1232,0.0318,0.8567,0.2913,1.2520,1.2645,0.0888,0.7951
0.0043,-0.0147,0.0574,0.9685,0.3088,1.2054,1.1888,-0.0332,1.1494
-0.0685,-0.1144,0.1084,0.8367,0.2656,1.1074,1.1442,0.0680,1.1008
0.0138,-0.0055,0.0572,0.9249,0.3447,1.4151,1.3292,-0.0519,1.3795
0.0422,0.0403,0.0210,0.8682,0.3501,1.2043,1.1863,-0.1083,0.7719
-0.0286,-0.0443,0.0480,0.8245,0.2745,1.1128,1.1439,0.0229,1.7028
0.0707,0.0577,0.0429,0.8398,0.3643,1.1730,1.1587,-0.1049,1.4427
0.0165,-0.0124,0.0762,0.9193,0.2681,1.1916,1.1568,-0.0444,0.7619
0.0033,0.0066,0.0081,0.7294,0.2798,1.2949,1.2742,-0.0656,0.6592
-0.0051,-0.0315,0.0686,0.7933,0.2929,1.2230,1.2168,-0.0365,0.4609
-0.0508,-0.0500,0.0129,0.7302,0.3224,1.2111,1.2224,-0.0030,0.5326
-0.1253,-0.1334,0.0318,0.7858,0.3334,1.1360,1.1649,0.0713,0.4886
-0.1194,-0.1268,0.0284,0.6762,0.2870,1.2381,1.2544,0.0863,1.7281
-0.1656,-0.1766,0.0373,0.7692,0.2832,1.2203,1.2058,0.0881,2.4761
0.0370,0.0159,0.0557,0.6782,0.2632,1.2183,1.1713,-0.0899,0.6451
0.0001,-0.0122,0.0395,0.7392,0.3861,1.3662,1.3237,-0.0309,0.9089
0.0351,0.0354,0.0116,0.6181,0.2964,1.3463,1.3104,-0.0818,0.7689
0.0166,-0.0082,0.0629,0.6720,0.2794,1.1513,1.1545,-0.0417,1.1840
-0.0532,-0.0666,0.0415,0.7365,0.2581,1.2324,1.2225,0.0066,0.5255
-0.0845,-0.0909,0.0244,0.5855,0.2992,1.2190,1.2690,0.0652,0.8452
0.0150,-0.0090,0.0614,0.6729,0.3198,1.1234,1.1359,-0.0176,1.1803
-0.0783,-0.0802,0.0166,0.6429,0.3732,1.2831,1.2719,0.0156,0.8719
-0.0147,-0.0156,0.0133,0.5749,0.2612,1.1859,1.1624,-0.0377,0.7675
-0.0402,-0.0716,0.0782,0.7738,0.2976,1.1230,1.1388,0.0360,0.6214
-0.0667,-0.0824,0.0426,0.5542,0.2698,1.2795,1.2927,0.0494,1.1328
-0.0868,-0.0952,0.0260,0.4590,0.3035,1.2187,1.2167,0.0453,0.3470
-0.0616,-0.0625,0.0154,0.6776,0.3335,1.2424,1.2661,0.0132,1.3457
0.0329,0.0353,0.0088,0.6838,0.2523,1.2183,1.2158,-0.0845,0.5875
0.0729,0.0550,0.0497,0.6955,0.2505,1.0740,1.1039,-0.1056,0.6455
-0.0419,-0.0546,0.0395,0.7032,0.2940,1.2716,1.2526,-0.0145,0.6508
-0.0568,-0.0575,0.0147,0.6620,0.3330,1.2266,1.2572,0.0092,0.3183
-0.0916,-0.0877,0.0068,0.7283,0.2493,1.2031,1.2329,0.0400,1.0652
-0.1393,-0.1405,0.0161,0.6901,0.3340,1.2984,1.3120,0.1018,1.3938
-0.0932,-0.0911,0.0084,0.6341,0.2548,1.2218,1.2184,0.0621,1.2639
-0.1018,-0.1027,0.0127,0.5486,0.3016,1.2991,1.3068,0.0586,0.5400
-0.0863,-0.1141,0.0695,0.6968,0.2863,1.2553,1.2333,0.0762,1.7088
-0.0232,-0.0177,0.0067,0.8884,0.3330,1.2955,1.2976,-0.0360,0.8748
-0.0006,-0.0135,0.0427,0.8477,0.2969,1.1291,1.1545,-0.0503,0.9933
-0.0577,-0.0720,0.0450,0.8253,0.2303,1.1346,1.1972,0.0381,1.3959
-0.0058,-0.0139,0.0295,0.6675,0.2841,1.2369,1.2499,-0.0165,0.6464
-0.0919,-0.0994,0.0299,0.7425,0.3177,1.1206,1.1373,0.0431,0.5495
-0.0475,-0.0746,0.0700,0.7906,0.2900,1.1645,1.1900,0.0281,0.7742
0.0984,0.0820,0.0484,0.7831,0.2914,1.2005,1.1927,-0.1138,1.7796
-0.0975,-0.0979,0.0157,0.7435,0.2983,1.2639,1.2801,0.0663,1.1487
0.0583,0.0371,0.0594,0.8457,0.3136,1.0688,1.0442,-0.1208,0.7720
-0.0833,-0.0966,0.0414,0.7427,0.3351,1.2487,1.2695,0.0680,0.6312
-0.0467,-0.0579,0.0343,0.5915,0.2821,1.2461,1.2263,0.0237,0.6859
-0.0561,-0.0728,0.0492,0.7946,0.2692,1.0896,1.0980,0.0205,0.8171
0.0117,-0.0480,0.1355,0.7991,0.2593,0.9451,0.9519,0.0016,1.6224
-0.1636,-0.2144,0.1185,0.8497,0.3010,1.1074,1.1623,0.1762,0.9866
-0.0822,-0.1038,0.0582,0.7545,0.2865,1.1541,1.1411,0.0736,1.1105
0.0304,0.0107,0.0564,0.8465,0.3100,1.1848,1.1966,0.0109,1.4758
0.0438,0.0375,0.0317,0.9494,0.3051,1.0948,1.0889,-0.1148,0.8949
0.0028,-0.0305,0.0827,0.8045,0.3125,1.1151,1.0626,-0.0114,0.5745
-0.1504,-0.1567,0.0316,0.9489,0.2743,1.1349,1.1613,0.0945,0.7038
-0.0267,-0.0332,0.0309,0.9008,0.2504,1.1600,1.1777,0.0060,1.5079
-0.0385,-0.0435,0.0284,0.9273,0.3048,1.2620,1.2595,-0.0008,0.4058
-0.1064,-0.1068,0.0199,0.9531,0.3225,1.2038,1.2211,0.0463,1.5170
-0.0293,-0.0376,0.0381,1.0680,0.2719,1.2143,1.2169,-0.0076,1.5329
0.0838,0.0632,0.0607,0.9739,0.2947,1.2261,1.1886,-0.1307,0.7667
-0.0169,-0.0302,0.0480,1.0685,0.2955,1.1277,1.1409,-0.0258,1.1424
-0.0705,-0.0944,0.0697,1.0983,0.2215,0.9800,1.0050,0.0309,1.3171
0.0018,-0.0225,0.0679,0.9625,0.2380,1.0855,1.0640,-0.0502,0.5739
-0.0590,-0.0925,0.0889,1.0916,0.2688,1.1734,1.1698,0.0187,1.1054
-0.1677,-0.1641,0.0184,1.2823,0.2774,1.2136,1.2372,0.1008,1.0087
-0.1321,-0.1291,0.0177,1.1873,0.2546,1.1520,1.1967,0.0856,1.4557
-0.0782,-0.0928,0.0524,1.1597,0.3742,1.1926,1.2135,0.0450,1.5033
-0.0482,-0.0892,0.1055,1.1695,0.2653,1.1226,1.1262,0.0226,0.7814
-0.0097,-0.0410,0.0847,1.1045,0.3064,0.9676,1.0007,-0.0028,1.4086
-0.0902,-0.0953,0.0290,0.9448,0.2716,1.1270,1.1449,0.0546,0.8793
-0.1057,-0.1166,0.0408,0.9493,0.2851,1.1138,1.0799,0.0670,0.6377
-0.0278,-0.0641,0.0929,1.0205,0.2462,1.0139,0.9854,0.0121,1.5804
-0.0394,-0.0418,0.0306,1.2889,0.3268,1.0887,1.0757,0.0119,2.0743
-0.0293,-0.0367,0.0358,1.0564,0.2999,1.2446,1.2451,-0.0026,0.9185
-0.1007,-0.1081,0.0372,1.1202,0.3498,1.1217,1.1209,0.0684,0.9407
-0.0586,-0.0721,0.0486,1.0844,0.2924,1.0885,1.0717,0.0501,1.8834
0.0424,0.0127,0.0813,1.0930,0.2338,1.1153,1.1377,-0.0684,0.5574
-0.0750,-0.0769,0.0249,1.0561,0.2707,1.1621,1.1359,0.0381,1.1379
-0.0004,-0.0172,0.0556,1.1030,0.2431,1.0430,1.0595,-0.0387,1.7154
-0.1004,-0.0992,0.0209,1.1655,0.3264,1.1780,1.1857,0.0520,2.5693
-0.0071,-0.0333,0.0734,1.0493,0.2956,1.2870,1.2571,-0.0115,0.9106
-0.1008,-0.1097,0.0408,1.1537,0.2987,1.1800,1.1763,0.0647,1.6650
-0.0416,-0.0593,0.0629,1.3767,0.2434,1.0554,1.0527,-0.0281,1.5609
-0.1385,-0.1382,0.0198,1.0264,0.2937,1.2115,1.2390,0.0945,0.7716
-0.0823,-0.1192,0.0970,1.1683,0.2601,1.0544,1.0854,0.0454,0.7300
-0.1032,-0.1042,0.0260,1.2046,0.3126,1.1783,1.1908,0.0335,0.9614
-0.0072,-0.0240,0.0517,0.8979,0.3132,1.2542,1.2399,-0.0162,1.3925
-0.0417,-0.0423,0.0207,0.9796,0.3711,1.2423,1.2321,0.0004,0.8453
-0.1105,-0.1266,0.0537,1.0722,0.3204,1.2261,1.3171,0.0668,1.1247
0.0318,0.0188,0.0469,1.0438,0.3412,1.2646,1.2152,-0.0456,1.1339
-0.0232,-0.0333,0.0430,1.1420,0.3221,1.2496,1.2274,-0.0060,0.7607
-0.1059,-0.1118,0.0330,1.0637,0.2271,1.0897,1.1557,0.0705,1.1352
