epoch,num_p_nodes,arrival_rate,v_net_count,success_count,place_failure,route_failure,avg_r2c_ratio,longterm_r2c_ratio,avg_reward,max_running_requests,elapsed_time
0,500,3.000,1000,801,199,0,0.6929064374548485, 0.6477896322678357, 1.4594259929092408,571,892.8914144039154
1,500,3.000,1000,832,168,0,0.7524295555760148, 0.6793385817034806, 1.5485781362709627,585,798.6538088321686
2,500,3.000,1000,831,169,0,0.8121225050213947, 0.7310451984252342, 1.6008289604029038,568,753.9282109737396
3,500,3.000,1000,797,203,0,0.824822582284856, 0.7430170151488912, 1.5662597885571887,585,745.6663475036621
4,500,3.000,1000,810,190,0,0.8274592205204544, 0.7615549259255823, 1.5832296670342298,579,742.2172589302063
5,500,3.000,1000,830,170,0,0.8298032776340613, 0.761165031069687, 1.614779577579089,573,744.7330708503723
6,500,3.000,1000,834,166,0,0.8414116114377481, 0.7712127919495143, 1.6198226013993795,599,684.4166889190674
7,500,3.000,1000,854,146,0,0.8311090780540258, 0.7611306088574531, 1.636823898689854,578,748.2385566234589
8,500,3.000,1000,827,173,0,0.8480550521541902, 0.78411627307971, 1.62136136940132,599,747.3109261989594
9,500,3.000,1000,814,186,0,0.8540176917233102, 0.7853770079035567, 1.6055815121738541,573,703.0524325370789
10,500,3.000,1000,838,162,0,0.8539413963464684, 0.7907864543428916, 1.6391255091859263,596,707.2071828842163
11,500,3.000,1000,827,173,0,0.842718241221931, 0.7854835512000727, 1.6184271918397113,579,738.5374257564545
12,500,3.000,1000,831,169,0,0.8499858242680555, 0.7927678215399527, 1.628412029490509,576,729.156735420227
13,500,3.000,1000,810,190,0,0.8369620197991383, 0.7802066725035905, 1.5901535217515455,574,737.89706158638
14,500,3.000,1000,872,128,0,0.838867410343258, 0.7791973747445332, 1.6798503183272284,581,758.5330455303192
15,500,3.000,1000,837,163,0,0.8423776037214465, 0.7879536480039578, 1.6351752130449646,570,775.8157956600189
16,500,3.000,1000,837,163,0,0.8451625664506174, 0.7890982184654696, 1.6368292427223137,578,735.338972568512
17,500,3.000,1000,808,192,0,0.8511059032560399, 0.7976663087153619, 1.5986554745927546,594,728.7630314826965
18,500,3.000,1000,849,151,0,0.8601842549794331, 0.7972529558818581, 1.6610492102552845,573,733.9557871818542
19,500,3.000,1000,845,155,0,0.8490906550365869, 0.7836140695631245, 1.6475935082677844,575,716.2720975875854
20,500,3.000,1000,840,160,0,0.8468168299921022, 0.7900192301782311, 1.6394733594155482,571,746.9681329727173
21,500,3.000,1000,808,192,0,0.8533431830044329, 0.7868921719469175, 1.6030866093278582,591,728.2188718318939
22,500,3.000,1000,835,165,0,0.8393779591271062, 0.7764325247584043, 1.6310516276171236,589,762.871431350708
23,500,3.000,1000,858,142,0,0.8563510933903125, 0.7862273474869363, 1.6714631270177391,605,738.9774329662323
24,500,3.000,1000,828,172,0,0.8478433389453489, 0.7756938550810316, 1.6177638878213159,595,731.449550151825
25,500,3.000,1000,819,181,0,0.8508397224673668, 0.7797952948790285, 1.6141920977801023,575,759.8163232803345
26,500,3.000,1000,859,141,0,0.8528344678648755, 0.7753216605411914, 1.6683685380546072,574,742.7734951972961
27,500,3.000,1000,861,139,0,0.8468926279103419, 0.7686640928054973, 1.6665967748529866,593,767.8510932922363
28,500,3.000,1000,829,171,0,0.8442986269342764, 0.7776518954457209, 1.6201184029983182,577,746.0918452739716
29,500,3.000,1000,836,164,0,0.8475813736941434, 0.7807711991516307, 1.63657564745589,597,733.7432270050049
30,500,3.000,1000,815,185,0,0.8468210824075628, 0.7829321657833013, 1.6037111662891186,594,718.9050240516663
31,500,3.000,1000,856,144,0,0.8371759278715888, 0.7683582109074151, 1.6497202133056674,598,746.3861305713654
32,500,3.000,1000,879,121,0,0.8395256451140176, 0.7697059043177218, 1.6836656611028114,586,727.2241489887238
33,500,3.000,1000,868,132,0,0.8470031955455866, 0.7754227160212865, 1.6703991705589194,597,740.2605159282684
34,500,3.000,1000,833,167,0,0.8414627372090242, 0.7711361897461857, 1.6295543331109554,570,737.5798182487488
35,500,3.000,1000,861,139,0,0.8331578677702802, 0.7689969027509294, 1.6552909876422335,584,780.1167938709259
36,500,3.000,1000,875,125,0,0.8328242105299726, 0.7523973323962417, 1.6750600731025849,602,746.6984798908234
37,500,3.000,1000,870,130,0,0.8340388525189334, 0.7579659014967902, 1.665519357246982,582,767.9397633075714
38,500,3.000,1000,849,151,0,0.8439549587730129, 0.7648852467598691, 1.6453907758712703,583,740.341295003891
39,500,3.000,1000,863,137,0,0.8325091316583202, 0.7604189023517882, 1.6649474441131569,594,755.0324172973633
40,500,3.000,1000,809,191,0,0.8414289539283741, 0.7821822217930432, 1.5984501507121467,564,764.940789937973
41,500,3.000,1000,817,183,0,0.8421377907885312, 0.7714958745407982, 1.6080551465027644,581,748.9754319190979
42,500,3.000,1000,783,217,0,0.8375838535289816, 0.7744505699067707, 1.540593633503634,571,785.705894947052
43,500,3.000,1000,816,184,0,0.8485402137644186, 0.7795918406945995, 1.608914369987281,589,746.1570711135864
44,500,3.000,1000,847,153,0,0.8470944791052558, 0.7820262988530797, 1.64702592856402,573,746.1898086071014
45,500,3.000,1000,820,180,0,0.8463116171041877, 0.7814275152364395, 1.6126449704698314,584,743.6288478374481
46,500,3.000,1000,878,122,0,0.8420439920855394, 0.7794510300031965, 1.6888733552097956,587,763.2105448246002
47,500,3.000,1000,834,166,0,0.8514725582339177, 0.789783573676618, 1.629034065948008,578,812.2809822559357
48,500,3.000,1000,832,168,0,0.8465347586697699, 0.7835140384188412, 1.631281204927499,582,817.940910577774
49,500,3.000,1000,869,131,0,0.8576484583658462, 0.7807823864798806, 1.6838905579389327,611,738.1342484951019
