loss,actor_loss,critic_loss,mean_entropy,mean_reward,mean_value,mean_returns,mean_advantage,gradient_norm
-0.0322,-0.0613,0.0772,0.9487,0.2330,0.8996,0.8965,-0.0045,0.7215
0.0599,0.0283,0.0874,1.2119,0.2405,1.0818,1.0168,-0.0979,0.9232
-0.0612,-0.0901,0.0781,1.0149,0.2714,0.9756,1.0012,0.0220,1.5328
-0.0112,-0.0316,0.0671,1.3117,0.3098,1.1364,1.1566,-0.0253,1.6493
0.0042,-0.0012,0.0337,1.1407,0.2866,1.2489,1.2048,-0.0609,0.8626
-0.0537,-0.0593,0.0348,1.1786,0.2571,1.1211,1.1343,-0.0247,1.2508
-0.0070,-0.0225,0.0552,1.2040,0.2385,1.0402,1.0046,-0.0503,1.5727
-0.1271,-0.1285,0.0314,1.4246,0.2467,1.1346,1.1744,0.0920,1.4266
0.0000,-0.0121,0.0475,1.1648,0.3057,1.2496,1.2024,-0.0499,1.2308
-0.0706,-0.0608,0.0067,1.3198,0.2938,1.2606,1.2332,-0.0121,1.1215
0.0305,-0.0150,0.1202,1.4645,0.2837,1.1241,1.0933,-0.0710,1.1034
0.0111,0.0116,0.0271,1.3989,0.3007,1.2392,1.1886,-0.0579,2.8556
-0.0694,-0.0941,0.0727,1.1718,0.2923,1.0367,1.0355,0.0446,1.7354
0.0398,0.0119,0.0786,1.1417,0.3129,1.0396,1.0132,-0.0630,2.9909
-0.0238,-0.0389,0.0601,1.4949,0.2834,1.1005,1.1181,-0.0197,1.8693
-0.0004,0.0011,0.0252,1.4075,0.3002,1.1650,1.1465,-0.0976,1.0076
0.1102,0.0823,0.0847,1.4410,0.2866,1.1773,1.1227,-0.1356,0.9774
0.0536,0.0494,0.0316,1.1561,0.3113,1.1510,1.3022,-0.0727,2.2713
-0.0131,-0.0038,0.0093,1.3976,0.2579,1.1521,1.1785,-0.0588,1.2692
-0.0685,-0.0785,0.0526,1.6340,0.2779,1.1752,1.1751,0.0000,0.7458
-0.0946,-0.0986,0.0315,1.1839,0.2318,0.9671,0.9671,0.0526,1.2050
-0.0812,-0.0833,0.0362,1.5954,0.2879,1.1062,1.1022,0.0164,1.1643
-0.1176,-0.1225,0.0367,1.3378,0.2746,1.1061,1.1169,0.0601,0.7992
-0.0733,-0.0691,0.0216,1.5000,0.2465,1.1977,1.1788,0.0066,0.7911
-0.0974,-0.0874,0.0066,1.3304,0.2970,1.2863,1.2758,0.0213,1.6736
-0.0709,-0.0717,0.0361,1.7164,0.2715,1.0254,1.0672,0.0055,0.6777
-0.0516,-0.0662,0.0581,1.4449,0.2929,1.0768,1.0529,-0.0108,0.6927
0.0202,-0.0035,0.0778,1.5186,0.2970,1.0063,1.0049,-0.0812,1.5931
-0.0550,-0.0746,0.0699,1.5425,0.2664,1.0043,1.0211,0.0322,1.3152
-0.0480,-0.0440,0.0272,1.7644,0.3002,1.1670,1.1458,-0.0265,1.7587
-0.1113,-0.1125,0.0339,1.5779,0.3165,1.0788,1.1051,0.0226,1.1585
0.0445,0.0186,0.0756,1.1934,0.2402,0.7995,0.8153,-0.0933,1.7285
-0.1060,-0.1243,0.0684,1.5958,0.2657,1.1188,1.0812,0.0579,1.5638
-0.0674,-0.0694,0.0409,1.8546,0.2701,1.1658,1.1466,0.0051,1.3126
-0.2158,-0.2225,0.0447,1.5690,0.2152,0.9698,0.9847,0.1276,1.5270
-0.0738,-0.0569,0.0058,1.9738,0.2932,1.1739,1.1728,-0.0232,2.3876
-0.0285,-0.0260,0.0292,1.6996,0.2391,1.1780,1.1302,-0.0346,0.7748
-0.0884,-0.0904,0.0356,1.5712,0.3135,1.1508,1.1724,0.0446,0.7900
-0.0575,-0.0434,0.0097,1.9015,0.3467,1.3155,1.2828,0.0009,2.3062
-0.0347,-0.0219,0.0077,1.6612,0.3116,1.1912,1.2115,-0.0643,1.5841
-0.0438,-0.0333,0.0108,1.5854,0.2901,1.2217,1.2157,-0.0411,3.5443
-0.0669,-0.0643,0.0249,1.5067,0.2445,1.0147,1.0278,0.0288,0.5340
-0.1489,-0.1750,0.0776,1.2673,0.2242,0.8678,0.8952,0.0792,0.6559
-0.0843,-0.0978,0.0545,1.3811,0.2559,1.1008,1.0834,0.0299,1.1760
0.0226,0.0083,0.0578,1.4579,0.2878,1.0536,1.0702,-0.0880,1.2505
-0.0024,-0.0262,0.0751,1.3798,0.2587,0.9019,0.8948,-0.0429,1.0309
-0.0647,-0.0636,0.0304,1.6287,0.2932,1.1953,1.1776,-0.0141,1.0488
0.0643,0.0260,0.1032,1.3238,0.2390,1.0863,1.0476,-0.0760,2.3142
-0.0102,-0.0315,0.0739,1.5657,0.2836,1.1138,1.0907,-0.0439,1.5560
-0.0803,-0.0908,0.0517,1.5406,0.1982,0.9985,0.9759,0.0249,0.7828
-0.0072,-0.0104,0.0357,1.4662,0.2206,1.0574,1.0507,-0.0638,0.9047
-0.0992,-0.0921,0.0122,1.3115,0.3368,1.2620,1.3121,0.0925,1.6236
-0.1281,-0.1166,0.0081,1.5541,0.2410,1.2219,1.2199,0.0259,1.8758
-0.0292,-0.0261,0.0230,1.4619,0.2857,1.1549,1.1294,-0.0520,1.7177
0.0720,0.0571,0.0488,0.9445,0.2833,1.0264,1.0077,-0.1361,1.9751
-0.0285,-0.0361,0.0405,1.2677,0.3098,1.2450,1.1925,-0.0283,1.0195
-0.0402,-0.0402,0.0251,1.2539,0.3441,1.1877,1.2094,0.0095,1.7859
-0.0100,-0.0041,0.0096,1.0771,0.2970,1.2259,1.2395,-0.0701,1.2702
-0.0072,0.0008,0.0075,1.1722,0.2614,1.2356,1.2360,-0.0457,1.6819
-0.1347,-0.1270,0.0144,1.4848,0.2170,1.0642,1.1076,0.0400,0.6828
-0.0840,-0.1022,0.0622,1.2866,0.2864,1.1358,1.1234,0.0354,0.5149
-0.0545,-0.0461,0.0072,1.1944,0.2884,1.3332,1.2968,0.0232,2.4151
-0.0126,-0.0017,0.0085,1.5090,0.3127,1.2864,1.2499,-0.0512,1.2637
0.0601,0.0344,0.0782,1.3334,0.1942,0.9952,0.9502,-0.1121,0.8123
-0.0517,-0.0583,0.0380,1.2453,0.2495,1.0668,1.0685,-0.0136,0.5163
-0.0324,-0.0256,0.0129,1.3307,0.3655,1.2191,1.2203,-0.0484,0.9427
0.0134,0.0240,0.0103,1.5730,0.3012,1.2119,1.1976,-0.1112,1.4128
-0.0617,-0.0820,0.0687,1.4006,0.2778,1.0733,1.0802,-0.0027,0.3980
-0.0558,-0.0536,0.0237,1.4094,0.2552,1.1221,1.1112,-0.0135,0.9787
-0.1383,-0.1414,0.0282,1.0995,0.2578,1.0925,1.1090,0.0713,0.5529
-0.1325,-0.1384,0.0375,1.2835,0.2415,1.1297,1.1325,0.0584,0.4650
-0.0758,-0.0745,0.0223,1.2460,0.2686,1.1037,1.0674,0.0009,0.8112
-0.1010,-0.0991,0.0248,1.4352,0.2781,1.1691,1.1821,0.0324,0.8748
-0.0454,-0.0849,0.1030,1.2082,0.2049,0.9082,0.9106,0.0156,0.8286
-0.1280,-0.1331,0.0329,1.1303,0.2513,1.0821,1.0721,0.0629,1.6924
-0.0342,-0.0476,0.0539,1.3624,0.2762,1.1053,1.0991,-0.0141,0.7978
-0.0233,-0.0488,0.0735,1.1253,0.2812,1.0101,0.9667,-0.0384,0.8362
-0.1306,-0.1559,0.0732,1.1242,0.2518,0.9878,0.9944,0.0987,1.1836
-0.0460,-0.0611,0.0512,1.0500,0.2802,0.9736,0.9887,-0.0132,1.0465
-0.0100,-0.0127,0.0279,1.1217,0.2942,1.0679,1.0824,-0.0585,0.6783
-0.0974,-0.0969,0.0218,1.1397,0.3742,1.2994,1.2904,0.0222,2.4248
-0.0613,-0.0546,0.0105,1.1985,0.3007,1.1244,1.1323,-0.0006,0.6201
-0.1711,-0.1909,0.0591,0.9735,0.2553,0.9581,0.9768,0.1324,1.7063
-0.1428,-0.1353,0.0106,1.2752,0.2511,1.3191,1.2588,0.0817,2.2264
-0.0654,-0.0571,0.0114,1.3980,0.2924,1.1786,1.2389,-0.0079,2.5714
0.0153,0.0156,0.0228,1.1687,0.3611,1.2423,1.2439,-0.0991,0.7824
-0.0703,-0.0622,0.0077,1.1941,0.3227,1.2273,1.2440,0.0280,3.4263
-0.0168,-0.0078,0.0112,1.4564,0.2817,1.2475,1.2302,-0.0306,2.3933
-0.0437,-0.0635,0.0592,0.9797,0.2724,0.9355,0.9584,0.0018,0.6636
-0.0937,-0.0909,0.0165,1.1035,0.3094,1.2369,1.1929,0.0494,2.5880
-0.1286,-0.1201,0.0053,1.1087,0.3331,1.2025,1.2195,0.0390,0.6746
-0.0479,-0.0597,0.0479,1.2215,0.2638,1.1949,1.1794,0.0031,0.7739
-0.0787,-0.0774,0.0223,1.2464,0.3204,1.2448,1.2362,0.0260,0.7066
-0.0859,-0.0922,0.0376,1.2485,0.2296,1.0344,1.0448,0.0094,1.4616
-0.0366,-0.0497,0.0488,1.1230,0.2234,1.0842,1.0788,-0.0169,2.6729
0.0810,0.0896,0.0089,1.3085,0.2967,1.2721,1.2431,-0.1722,0.9631
-0.0936,-0.1303,0.0938,1.0210,0.2330,0.7864,0.8771,0.0688,1.3863
-0.0058,-0.0211,0.0499,0.9665,0.3172,1.1030,1.0964,-0.0249,0.5524
-0.1042,-0.0974,0.0066,1.0075,0.2432,1.2757,1.2380,0.0219,0.9342
-0.0779,-0.1080,0.0798,0.9812,0.2523,1.0492,1.0367,0.0089,1.8619
-0.0467,-0.0411,0.0091,1.0083,0.3204,1.2110,1.2604,-0.0000,1.4171
-0.0716,-0.0675,0.0086,0.8375,0.2811,1.2977,1.3042,0.0492,1.8688
-0.0078,-0.0087,0.0194,0.8743,0.3013,1.2701,1.2383,-0.0385,1.0930
-0.0967,-0.0998,0.0263,1.0062,0.3172,1.1955,1.2077,0.0506,0.5201
-0.0914,-0.0881,0.0108,0.8799,0.2836,1.1759,1.2304,0.0418,1.3627
-0.1183,-0.1135,0.0077,0.8635,0.3113,1.2628,1.2736,0.0447,1.0103
-0.1211,-0.1217,0.0215,1.0164,0.2841,1.1248,1.1199,0.0423,1.7588
-0.0755,-0.0862,0.0387,0.8734,0.2206,1.0191,1.0481,0.0321,1.9488
0.0562,0.0303,0.0685,0.8372,0.2642,1.0702,1.0366,-0.0945,1.0112
0.0340,-0.0116,0.1084,0.8625,0.2359,1.0159,0.9275,-0.0599,0.8995
-0.1639,-0.1781,0.0434,0.7503,0.2652,1.0083,1.0425,0.1190,0.8527
0.0752,0.0351,0.1024,1.1155,0.2817,1.2008,1.1088,-0.0895,1.3305
0.0696,0.0556,0.0471,0.9579,0.2900,1.1655,1.0980,-0.0941,7.1504
0.0373,0.0155,0.0609,0.8765,0.2559,0.9968,1.0074,-0.0897,0.5361
-0.0331,-0.0270,0.0100,1.1091,0.3136,1.2582,1.2255,-0.0532,1.4868
-0.1517,-0.1699,0.0510,0.7282,0.2535,0.9087,0.9274,0.0942,0.9262
-0.1963,-0.1914,0.0090,0.9453,0.2874,1.1736,1.1904,0.1465,0.9772
-0.0564,-0.0506,0.0102,1.0834,0.2430,1.2046,1.1872,-0.0254,2.3354
-0.0543,-0.0677,0.0447,0.8983,0.2592,1.0226,1.0418,0.0064,1.3919
0.0078,0.0089,0.0181,1.0159,0.3245,1.2148,1.1863,-0.0657,2.8323
-0.0774,-0.0935,0.0493,0.8581,0.2965,1.0589,1.0916,0.0453,1.1721
-0.0879,-0.0938,0.0311,0.9616,0.3577,1.1439,1.1429,0.0397,1.2634
-0.0142,-0.0361,0.0628,0.9540,0.2419,1.1177,1.0853,-0.0287,1.0121
0.0218,0.0260,0.0128,1.0656,0.2234,1.2208,1.1770,-0.0641,1.9009
-0.0253,-0.0320,0.0344,1.0510,0.2631,1.0089,1.0100,-0.0264,1.1328
-0.0788,-0.0987,0.0544,0.7340,0.3106,1.0571,1.0785,0.0380,0.8936
-0.0064,-0.0016,0.0125,1.1034,0.2990,1.3324,1.3182,-0.0021,2.7277
0.0481,0.0402,0.0359,1.0071,0.2981,1.2591,1.2231,-0.1082,0.9937
-0.0857,-0.0794,0.0096,1.1080,0.3243,1.2634,1.2685,0.0541,0.4299
-0.0667,-0.0852,0.0530,0.8044,0.2308,0.9224,0.9292,0.0178,1.1735
-0.1426,-0.1517,0.0362,0.8985,0.2973,1.1118,1.1655,0.1005,0.6458
0.0558,0.0533,0.0222,0.8577,0.2286,1.0867,1.0705,-0.0856,2.1632
-0.0846,-0.0985,0.0440,0.8114,0.2273,0.9643,0.9902,0.0354,0.4684
-0.0890,-0.0929,0.0235,0.7843,0.3210,1.1489,1.1605,0.0430,0.7500
0.0262,0.0324,0.0063,0.9403,0.2993,1.2315,1.2357,-0.0915,1.0193
0.0007,-0.0245,0.0669,0.8243,0.2666,1.0584,1.0884,-0.0337,1.0532
-0.1158,-0.1422,0.0696,0.8420,0.2953,0.9982,1.0360,0.0882,1.1009
-0.1217,-0.1571,0.0857,0.7478,0.2641,0.9962,1.0215,0.0800,0.8757
0.0630,0.0341,0.0799,1.1014,0.2570,0.9993,0.9798,-0.0707,0.9610
-0.1001,-0.1273,0.0697,0.7551,0.2204,0.9095,0.9535,0.0610,0.7633
-0.1366,-0.1482,0.0403,0.8485,0.3098,1.0980,1.1611,0.1000,0.8878
-0.1034,-0.1019,0.0139,0.8524,0.2821,1.3037,1.2680,0.0418,0.7702
-0.0747,-0.0873,0.0413,0.7997,0.2896,1.1463,1.1350,0.0265,0.8018
0.1403,0.1275,0.0409,0.7665,0.3016,1.1162,1.0625,-0.1961,1.5960
-0.0472,-0.0773,0.0731,0.6460,0.2650,1.0295,0.9856,0.0091,0.9445
-0.1111,-0.1188,0.0287,0.6677,0.3643,1.1466,1.1535,0.0641,0.5833
-0.0108,-0.0063,0.0098,0.9424,0.2271,1.1120,1.1069,-0.0382,1.6355
0.0249,0.0322,0.0084,1.1470,0.3681,1.3952,1.3636,-0.0427,2.1859
-0.0205,-0.0169,0.0115,0.9386,0.2835,1.2999,1.2662,-0.0175,2.9329
-0.0331,-0.0295,0.0089,0.8054,0.3619,1.2743,1.2846,-0.0037,1.5096
-0.0214,-0.0183,0.0111,0.8628,0.2929,1.2235,1.1888,-0.0480,1.3166
-0.0481,-0.0549,0.0292,0.7822,0.3151,1.2560,1.2694,0.0017,0.6644
-0.0446,-0.0382,0.0058,0.9298,0.3235,1.2208,1.2096,-0.0421,1.2865
0.0022,-0.0211,0.0643,0.8867,0.3042,1.2048,1.1750,-0.0336,1.0571
-0.0713,-0.0753,0.0236,0.7885,0.2767,1.1857,1.1966,0.0150,0.8545
-0.0691,-0.0749,0.0270,0.7718,0.2753,1.1671,1.1415,0.0215,0.9901
-0.0633,-0.0864,0.0608,0.7221,0.2513,0.8997,0.9337,0.0173,1.0705
-0.0488,-0.0739,0.0656,0.7673,0.2721,1.0420,1.0409,0.0231,1.1496
0.0027,0.0037,0.0139,0.7944,0.2820,1.1431,1.1640,-0.0487,1.2625
0.0376,0.0350,0.0228,0.8777,0.2517,1.1274,1.0610,-0.0917,0.8001
-0.1214,-0.1240,0.0202,0.7463,0.2944,1.0988,1.1637,0.0703,0.8817
-0.1001,-0.0957,0.0068,0.7686,0.3317,1.2301,1.2072,0.0485,1.2179
-0.0296,-0.0356,0.0267,0.7406,0.2920,1.1555,1.1496,-0.0230,0.3477
0.0661,0.0431,0.0569,0.5482,0.2983,0.9708,0.9551,-0.0881,0.5817
-0.0663,-0.0766,0.0329,0.6096,0.2820,1.1387,1.1235,0.0255,0.4628
-0.1055,-0.1103,0.0205,0.5411,0.2648,1.1405,1.1716,0.0812,1.2759
-0.1737,-0.1715,0.0101,0.7262,0.2224,1.0525,1.0917,0.1126,3.4909
-0.0260,-0.0514,0.0650,0.7050,0.2796,1.1181,1.1331,-0.0133,2.2985
0.0654,0.0380,0.0676,0.6329,0.2919,1.1577,1.0966,-0.0825,1.0411
-0.0509,-0.0578,0.0276,0.6890,0.2734,1.3646,1.2813,0.0422,1.6223
-0.0274,-0.0286,0.0167,0.7184,0.3178,1.3013,1.2279,-0.0415,1.3801
-0.0424,-0.0401,0.0115,0.8049,0.2782,1.1745,1.2323,0.0305,1.9788
-0.1557,-0.1646,0.0308,0.6506,0.2829,1.0778,1.1481,0.1166,1.2295
0.0077,0.0119,0.0072,0.7790,0.2847,1.2022,1.2287,-0.0537,1.1550
0.0174,-0.0040,0.0574,0.7295,0.2492,1.0818,1.0315,-0.0748,0.6293
-0.1120,-0.1099,0.0093,0.6780,0.2353,1.1816,1.1714,0.0605,1.8084
0.0304,0.0322,0.0102,0.6927,0.3028,1.2579,1.2602,-0.0660,3.9676
-0.0357,-0.0429,0.0287,0.7108,0.2733,1.2605,1.2519,0.0032,0.6579
-0.0556,-0.0526,0.0098,0.7826,0.2864,1.1625,1.1601,-0.0162,0.5071
0.0300,0.0335,0.0104,0.8661,0.2814,1.1839,1.1755,-0.1147,1.1674
-0.0602,-0.0564,0.0103,0.8911,0.2665,1.1657,1.1740,-0.0187,0.9723
-0.1725,-0.1666,0.0061,0.8905,0.2822,1.1959,1.2047,0.1381,1.7677
-0.1177,-0.1141,0.0102,0.8685,0.2530,1.1917,1.2386,0.0520,1.2604
-0.1149,-0.1096,0.0061,0.8364,0.2292,1.2582,1.2526,0.0784,2.2745
-0.0993,-0.0951,0.0088,0.8544,0.3496,1.2657,1.2888,0.0269,2.1091
-0.0633,-0.0673,0.0267,0.9304,0.2462,1.1592,1.1606,0.0047,0.9647
-0.0107,-0.0169,0.0283,0.7908,0.2908,1.1120,1.1398,-0.0406,0.7721
-0.1431,-0.1408,0.0139,0.9337,0.2699,1.2544,1.2623,0.1106,1.1397
-0.0547,-0.0780,0.0632,0.8305,0.2456,1.0011,1.0329,0.0169,0.8220
-0.0243,-0.0402,0.0490,0.8670,0.2778,1.1754,1.1812,-0.0072,0.6692
0.0530,0.0616,0.0058,1.1567,0.3186,1.2390,1.2327,-0.1201,2.5677
-0.1253,-0.1166,0.0068,1.2040,0.3283,1.2365,1.2629,0.0883,4.9451
0.0174,0.0184,0.0178,0.9831,0.2292,1.1724,1.1318,-0.0563,1.5578
0.0175,0.0250,0.0089,1.1929,0.3365,1.2016,1.2030,-0.0888,1.9735
0.0187,0.0158,0.0280,1.1072,0.2325,1.0119,0.9711,-0.1104,0.7197
-0.1762,-0.1992,0.0650,0.9403,0.2425,0.9350,0.9461,0.1270,1.6347
-0.1046,-0.0991,0.0129,1.1960,0.2464,1.1138,1.0819,0.0365,1.3456
0.0048,-0.0297,0.0903,1.0588,0.3145,1.1050,1.0671,-0.0564,0.7644
-0.0572,-0.0855,0.0725,0.7924,0.3070,1.0749,1.0421,0.0109,0.4994
-0.0621,-0.0661,0.0264,0.9220,0.2324,1.0398,1.0238,0.0436,0.7019
-0.0270,-0.0247,0.0176,1.1048,0.3102,1.1466,1.1476,-0.0297,1.2913
-0.1232,-0.1459,0.0674,1.1006,0.2588,1.0715,1.1385,0.0928,0.8322
-0.0686,-0.0631,0.0085,0.9670,0.2777,1.2515,1.2568,-0.0032,0.8716
-0.0714,-0.0675,0.0172,1.2474,0.2285,1.0753,1.0687,-0.0128,1.9908
-0.0455,-0.0788,0.0855,0.9447,0.2557,0.9898,0.9978,0.0253,1.4422
-0.0042,-0.0102,0.0331,1.0543,0.2983,1.1352,1.1266,-0.0591,0.5556
0.0501,0.0202,0.0775,0.8795,0.2207,0.9153,0.8731,-0.0598,2.1058
-0.0747,-0.1049,0.0827,1.1159,0.2439,0.9646,1.0159,0.0378,0.5226
-0.0822,-0.0899,0.0372,1.0904,0.2320,0.9627,0.9953,0.0492,0.6809
-0.0625,-0.0749,0.0479,1.1532,0.2670,1.0885,1.0488,0.0204,0.6049
-0.1545,-0.1515,0.0179,1.1959,0.3352,1.1750,1.1875,0.0872,1.3507
-0.0972,-0.0989,0.0274,1.1957,0.2981,1.0634,1.0812,0.0541,0.7237
0.2289,0.2405,0.0041,1.3674,0.2962,1.3075,1.3148,0.0186,45.6722
-0.1353,-0.1259,0.0076,1.3245,0.3269,1.2364,1.2317,0.0616,1.5477
-0.0003,0.0081,0.0091,1.2931,0.3560,1.2884,1.2696,-0.0807,1.4185
0.0560,0.0540,0.0292,1.2608,0.3274,1.1399,1.1307,-0.0836,3.2693
-0.0299,-0.0219,0.0143,1.5111,0.2786,1.1105,1.0765,-0.0615,0.8456
-0.0387,-0.0764,0.1015,1.2983,0.2043,0.8906,0.8651,-0.0196,0.6620
-0.1377,-0.1299,0.0127,1.4182,0.3236,1.2152,1.2096,0.0584,1.7947
-0.0338,-0.0219,0.0056,1.4734,0.2689,1.2446,1.2453,-0.0114,1.8538
-0.0984,-0.0875,0.0056,1.3680,0.3072,1.2107,1.2190,0.0405,1.3354
-0.1977,-0.1893,0.0062,1.1568,0.3075,1.2338,1.2406,0.1316,1.9267
0.0069,0.0143,0.0083,1.1473,0.2978,1.2996,1.2873,-0.0563,2.0852
0.0165,0.0253,0.0057,1.1631,0.3040,1.2959,1.3169,-0.0525,1.4822
-0.0975,-0.0940,0.0213,1.4177,0.2362,1.1413,1.1198,0.0421,0.8455
-0.0534,-0.0463,0.0113,1.2807,0.2622,1.2068,1.2049,-0.0240,0.6472
-0.0052,0.0077,0.0057,1.5816,0.3080,1.1836,1.1733,-0.1043,0.9432
0.0570,0.0494,0.0461,1.5472,0.2512,1.1877,1.1391,-0.1263,0.6889
-0.0559,-0.0661,0.0461,1.2857,0.2364,1.0761,1.0496,0.0078,1.4193
-0.1286,-0.1178,0.0057,1.3590,0.2670,1.2580,1.2815,0.0542,1.1327
-0.0335,-0.0271,0.0174,1.5061,0.2603,1.1011,1.1038,-0.0495,0.3480
-0.0850,-0.0977,0.0528,1.3713,0.2525,1.0235,1.0240,0.0058,0.9560
-0.0095,-0.0298,0.0648,1.2095,0.2593,1.0166,1.0331,-0.0372,0.5353
-0.0764,-0.0739,0.0238,1.4424,0.2480,1.0462,1.0532,0.0047,0.8141
0.0453,0.0553,0.0103,1.5067,0.2715,1.3678,1.3110,-0.1017,1.9377
-0.1520,-0.1416,0.0049,1.2829,0.3166,1.2048,1.2221,0.0791,1.4629
-0.0500,-0.0458,0.0148,1.1544,0.2490,1.1803,1.1932,0.0147,1.2244
-0.0153,-0.0126,0.0193,1.2323,0.2560,1.1494,1.1312,-0.0357,1.0222
0.0227,-0.0380,0.1419,1.0228,0.1915,0.8772,0.8817,-0.0298,1.4163
-0.0388,-0.0499,0.0469,1.2415,0.2393,1.0408,1.0211,-0.0296,1.8313
0.0455,0.0360,0.0446,1.2816,0.2633,1.0852,1.0744,-0.0412,1.6260
-0.0199,-0.0320,0.0500,1.2870,0.3254,1.0325,1.0150,-0.0313,0.7046
-0.0321,-0.0319,0.0252,1.2805,0.2927,1.0870,1.0593,-0.0509,1.0988
-0.1189,-0.1075,0.0071,1.4987,0.2802,1.1941,1.2052,0.0432,1.1294
0.0657,0.0739,0.0073,1.1849,0.2827,1.2801,1.2316,-0.0849,3.5114
-0.0377,-0.0345,0.0155,1.0989,0.2703,1.0767,1.0836,-0.0572,0.3693
-0.0764,-0.0968,0.0617,1.0508,0.2342,0.9470,0.9696,0.0205,0.6355
-0.0589,-0.0690,0.0423,1.1057,0.2602,1.1702,1.1325,-0.0069,1.1760
-0.0649,-0.0525,0.0041,1.4395,0.3198,1.2613,1.2638,-0.0087,1.2714
-0.0630,-0.0526,0.0052,1.2954,0.2472,1.2058,1.1929,-0.0214,2.0270
-0.1271,-0.1262,0.0187,1.0344,0.2440,0.9762,0.9921,0.0872,0.9891
-0.0728,-0.0775,0.0320,1.1327,0.2944,1.0862,1.1043,0.0258,0.8841
0.0033,0.0108,0.0080,1.1506,0.2784,1.2025,1.2063,-0.0077,8.4108
-0.0736,-0.0820,0.0371,1.0151,0.3044,1.0795,1.0876,0.0280,0.9666
-0.0260,-0.0272,0.0224,0.9976,0.2839,1.2447,1.2037,-0.0271,1.1646
0.0598,0.0386,0.0609,0.9267,0.2882,1.1450,1.1020,-0.1072,0.7510
-0.0651,-0.0572,0.0095,1.2604,0.2831,1.2244,1.2842,0.0094,1.9443
0.0192,0.0265,0.0060,1.0251,0.2939,1.2229,1.2389,-0.0597,2.3668
0.0459,0.0344,0.0414,0.9184,0.2751,1.0369,1.0316,-0.0941,1.2565
0.0469,0.0406,0.0299,0.8680,0.2682,1.1436,1.0906,-0.0848,1.5885
-0.0747,-0.0705,0.0123,1.0308,0.3084,1.2050,1.2227,0.0088,0.5874
-0.1256,-0.1279,0.0208,0.8171,0.2512,1.1411,1.1379,0.0496,1.2702
-0.0949,-0.1060,0.0373,0.7549,0.2565,0.9762,0.9983,0.0297,0.8055
-0.0244,-0.0369,0.0408,0.7923,0.2563,0.9869,0.9744,0.0107,0.6288
-0.0341,-0.0582,0.0654,0.8540,0.2664,1.0641,1.0497,0.0106,0.9709
0.0412,0.0213,0.0528,0.6516,0.2434,1.0596,1.0142,-0.0828,0.9699
-0.1078,-0.1226,0.0468,0.8592,0.2804,1.1036,1.1451,0.0830,1.4070
0.0054,-0.0018,0.0291,0.7353,0.2641,1.1828,1.1374,-0.0469,0.5930
-0.0972,-0.1419,0.1023,0.6458,0.2397,0.9367,0.8783,0.0786,0.7475
-0.0406,-0.0469,0.0288,0.8007,0.3176,1.1340,1.1091,-0.0080,1.4598
-0.1157,-0.1217,0.0292,0.8646,0.3026,1.1214,1.1435,0.0517,2.0476
0.0163,-0.0055,0.0621,0.9212,0.2819,1.1296,1.0933,-0.0484,2.4740
0.0299,0.0078,0.0601,0.7992,0.2962,1.1559,1.0635,-0.0763,1.4131
-0.0547,-0.0637,0.0340,0.8018,0.2894,1.1111,1.1130,0.0174,2.1285
-0.0592,-0.0667,0.0300,0.7478,0.2944,1.0578,1.0755,0.0090,0.9424
-0.1056,-0.0997,0.0082,0.9954,0.2750,1.1936,1.1656,0.0291,1.5202
-0.0370,-0.0637,0.0716,0.9054,0.2579,0.9092,0.8615,-0.0105,1.6502
0.0561,0.0619,0.0189,1.5186,0.3090,1.4532,1.3380,-0.1113,3.8539
0.0348,0.0440,0.0093,1.3846,0.2872,1.3085,1.2920,-0.1027,2.0417
-0.0979,-0.0903,0.0103,1.2718,0.2779,1.2050,1.2379,0.0332,1.6137
-0.1457,-0.1464,0.0242,1.1390,0.2451,1.0203,1.0045,0.0730,0.5997
-0.0197,-0.0113,0.0073,1.1989,0.2890,1.2081,1.2061,-0.0183,2.8636
-0.0655,-0.0564,0.0066,1.2362,0.2850,1.2215,1.2085,0.0209,1.3521
-0.0448,-0.0347,0.0059,1.3070,0.2551,1.2586,1.2509,0.0171,0.8043
-0.1887,-0.1784,0.0047,1.2668,0.2652,1.2516,1.2328,0.1498,3.0927
-0.0648,-0.0872,0.0700,1.2658,0.2534,0.8819,0.9119,0.0062,0.8068
-0.0613,-0.0622,0.0288,1.3498,0.2611,1.1228,1.1106,0.0129,1.2915
-0.0118,-0.0017,0.0077,1.3967,0.2393,1.1284,1.1428,-0.0731,1.0829
-0.0417,-0.0324,0.0084,1.3446,0.3346,1.2640,1.2641,-0.0225,4.8279
0.0044,0.0136,0.0080,1.3180,0.3476,1.2538,1.2691,-0.0484,1.9517
-0.1938,-0.1843,0.0070,1.3000,0.2413,1.1985,1.2414,0.1302,1.3532
0.0357,0.0321,0.0333,1.3081,0.2448,1.0930,1.0851,-0.1024,0.7720
0.0886,0.0959,0.0133,1.3966,0.2371,1.1405,1.1071,-0.1424,1.0774
-0.0303,-0.0301,0.0235,1.1958,0.2527,1.1390,1.1137,-0.0325,1.3121
-0.0273,-0.0368,0.0445,1.2810,0.3139,1.0445,1.0945,-0.0210,2.0219
-0.0126,-0.0293,0.0557,1.1190,0.2533,1.0348,1.0632,-0.0172,2.9551
