event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,lifetime,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,18,0,True,True,"{1: (17, {'cpu': 4, 'gpu': 14, 'storage': 14}), 2: (13, {'cpu': 12, 'gpu': 15, 'storage': 16}), 0: (95, {'cpu': 13, 'gpu': 6, 'storage': 13}), 4: (70, {'cpu': 3, 'gpu': 20, 'storage': 15}), 3: (98, {'cpu': 0, 'gpu': 15, 'storage': 9})}","{(2, 1): ([(13, 17)], {'bandwidth': 45}), (0, 1): ([(17, 95)], {'bandwidth': 16}), (0, 2): ([(13, 95)], {'bandwidth': 0}), (4, 1): ([(17, 13), (13, 70)], {'bandwidth': 19}), (3, 0): ([(95, 98)], {'bandwidth': 15}), (3, 4): ([(70, 78), (78, 98)], {'bandwidth': 15})}",328,313,279,0.8913738019169329,1,0
1,arrival,29,1,True,True,"{1: (14, {'cpu': 9, 'gpu': 8, 'storage': 13}), 0: (13, {'cpu': 14, 'gpu': 17, 'storage': 6})}","{(0, 1): ([(13, 14)], {'bandwidth': 28})}",35,95,95,1.0,2,0
2,arrival,43,2,True,True,"{1: (14, {'cpu': 2, 'gpu': 11, 'storage': 12}), 0: (13, {'cpu': 19, 'gpu': 16, 'storage': 17}), 2: (5, {'cpu': 4, 'gpu': 18, 'storage': 20}), 3: (70, {'cpu': 20, 'gpu': 5, 'storage': 14})}","{(0, 1): ([(13, 5), (5, 14)], {'bandwidth': 33}), (2, 1): ([(5, 14)], {'bandwidth': 22}), (3, 2): ([(5, 13), (13, 70)], {'bandwidth': 17}), (3, 0): ([(13, 70)], {'bandwidth': 11})}",33,291,241,0.8281786941580757,3,0
3,arrival,55,3,True,True,"{3: (17, {'cpu': 6, 'gpu': 13, 'storage': 18}), 4: (16, {'cpu': 14, 'gpu': 9, 'storage': 1}), 0: (94, {'cpu': 1, 'gpu': 8, 'storage': 9}), 2: (95, {'cpu': 13, 'gpu': 6, 'storage': 9}), 1: (65, {'cpu': 3, 'gpu': 17, 'storage': 10})}","{(4, 3): ([(16, 17)], {'bandwidth': 35}), (0, 3): ([(17, 43), (43, 94)], {'bandwidth': 49}), (0, 4): ([(16, 74), (74, 94)], {'bandwidth': 40}), (2, 3): ([(17, 95)], {'bandwidth': 36}), (2, 0): ([(94, 40), (40, 95)], {'bandwidth': 4}), (1, 4): ([(16, 30), (30, 65)], {'bandwidth': 36}), (1, 2): ([(65, 95)], {'bandwidth': 26})}",190,492,363,0.7378048780487805,4,0
4,leave,64,1,True,True,"{}","{}",35,0,0,0,3,0
5,arrival,67,4,True,True,"{0: (14, {'cpu': 2, 'gpu': 19, 'storage': 13}), 1: (13, {'cpu': 12, 'gpu': 3, 'storage': 13}), 6: (87, {'cpu': 1, 'gpu': 8, 'storage': 16}), 2: (16, {'cpu': 1, 'gpu': 17, 'storage': 3}), 5: (78, {'cpu': 2, 'gpu': 14, 'storage': 1}), 3: (12, {'cpu': 7, 'gpu': 17, 'storage': 8}), 4: (55, {'cpu': 17, 'gpu': 0, 'storage': 0})}","{(1, 0): ([(13, 14)], {'bandwidth': 50}), (6, 0): ([(14, 87)], {'bandwidth': 32}), (6, 1): ([(13, 26), (26, 87)], {'bandwidth': 19}), (2, 0): ([(14, 29), (29, 16)], {'bandwidth': 33}), (2, 1): ([(13, 35), (35, 16)], {'bandwidth': 28}), (2, 6): ([(16, 6), (6, 87)], {'bandwidth': 0}), (5, 6): ([(78, 6), (6, 87)], {'bandwidth': 20}), (3, 5): ([(12, 76), (76, 78)], {'bandwidth': 32}), (3, 6): ([(12, 28), (28, 87)], {'bandwidth': 27}), (4, 3): ([(12, 16), (16, 30), (30, 55)], {'bandwidth': 29})}",788,661,444,0.6717095310136157,4,0
6,leave,76,2,True,True,"{}","{}",33,0,0,0,3,0
7,arrival,80,5,True,True,"{5: (14, {'cpu': 11, 'gpu': 3, 'storage': 1}), 1: (66, {'cpu': 16, 'gpu': 15, 'storage': 20}), 4: (40, {'cpu': 14, 'gpu': 20, 'storage': 16}), 2: (24, {'cpu': 11, 'gpu': 13, 'storage': 13}), 6: (70, {'cpu': 6, 'gpu': 5, 'storage': 6}), 0: (5, {'cpu': 8, 'gpu': 17, 'storage': 17}), 3: (13, {'cpu': 19, 'gpu': 9, 'storage': 9})}","{(4, 1): ([(40, 14), (14, 66)], {'bandwidth': 44}), (2, 4): ([(24, 13), (13, 40)], {'bandwidth': 37}), (2, 5): ([(14, 0), (0, 95), (95, 24)], {'bandwidth': 26}), (2, 1): ([(24, 12), (12, 66)], {'bandwidth': 25}), (6, 4): ([(40, 51), (51, 70)], {'bandwidth': 36}), (6, 5): ([(14, 70)], {'bandwidth': 32}), (6, 1): ([(66, 4), (4, 70)], {'bandwidth': 12}), (0, 5): ([(5, 14)], {'bandwidth': 36}), (0, 1): ([(5, 31), (31, 66)], {'bandwidth': 27}), (0, 6): ([(5, 13), (13, 70)], {'bandwidth': 0}), (3, 1): ([(13, 5), (5, 31), (31, 66)], {'bandwidth': 31}), (3, 2): ([(13, 24)], {'bandwidth': 21}), (3, 6): ([(13, 70)], {'bandwidth': 1})}",97,872,577,0.661697247706422,4,0
8,arrival,93,6,True,True,"{6: (40, {'cpu': 16, 'gpu': 15, 'storage': 0}), 5: (12, {'cpu': 4, 'gpu': 4, 'storage': 14}), 7: (95, {'cpu': 4, 'gpu': 12, 'storage': 3}), 4: (52, {'cpu': 14, 'gpu': 1, 'storage': 16}), 2: (76, {'cpu': 9, 'gpu': 18, 'storage': 12}), 8: (3, {'cpu': 11, 'gpu': 3, 'storage': 18}), 0: (59, {'cpu': 19, 'gpu': 12, 'storage': 11}), 3: (24, {'cpu': 19, 'gpu': 20, 'storage': 8}), 1: (23, {'cpu': 9, 'gpu': 4, 'storage': 20})}","{(7, 6): ([(40, 95)], {'bandwidth': 39}), (7, 5): ([(12, 24), (24, 95)], {'bandwidth': 11}), (4, 6): ([(40, 52)], {'bandwidth': 46}), (4, 5): ([(12, 19), (19, 54), (54, 52)], {'bandwidth': 38}), (2, 7): ([(76, 28), (28, 95)], {'bandwidth': 25}), (2, 5): ([(12, 76)], {'bandwidth': 23}), (2, 6): ([(40, 76)], {'bandwidth': 15}), (8, 5): ([(3, 10), (10, 66), (66, 12)], {'bandwidth': 37}), (8, 2): ([(3, 70), (70, 76)], {'bandwidth': 28}), (8, 4): ([(3, 10), (10, 54), (54, 52)], {'bandwidth': 25}), (0, 5): ([(12, 59)], {'bandwidth': 36}), (0, 6): ([(40, 8), (8, 59)], {'bandwidth': 31}), (3, 0): ([(24, 12), (12, 59)], {'bandwidth': 6}), (3, 7): ([(24, 95)], {'bandwidth': 3}), (1, 7): ([(23, 65), (65, 95)], {'bandwidth': 31}), (1, 4): ([(23, 22), (22, 52)], {'bandwidth': 22})}",37,1066,712,0.6679174484052532,5,0
9,arrival,111,7,True,True,"{1: (60, {'cpu': 9, 'gpu': 5, 'storage': 3}), 0: (82, {'cpu': 0, 'gpu': 6, 'storage': 9}), 6: (61, {'cpu': 20, 'gpu': 17, 'storage': 19}), 5: (94, {'cpu': 10, 'gpu': 8, 'storage': 15}), 2: (98, {'cpu': 1, 'gpu': 15, 'storage': 12}), 4: (84, {'cpu': 18, 'gpu': 17, 'storage': 12}), 3: (16, {'cpu': 10, 'gpu': 13, 'storage': 11})}","{(0, 1): ([(60, 82)], {'bandwidth': 39}), (6, 1): ([(60, 61)], {'bandwidth': 47}), (6, 0): ([(61, 82)], {'bandwidth': 25}), (5, 6): ([(61, 57), (57, 94)], {'bandwidth': 46}), (5, 1): ([(60, 94)], {'bandwidth': 25}), (2, 1): ([(60, 30), (30, 98)], {'bandwidth': 28}), (2, 6): ([(61, 18), (18, 98)], {'bandwidth': 6}), (4, 2): ([(84, 98)], {'bandwidth': 16}), (4, 0): ([(82, 84)], {'bandwidth': 4}), (3, 0): ([(16, 17), (17, 82)], {'bandwidth': 50}), (3, 6): ([(16, 17), (17, 61)], {'bandwidth': 0})}",223,646,516,0.7987616099071208,6,0
