event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,0,0,True,True,"{1: (38, {'cpu': 20, 'gpu': 3, 'ram': 10}), 0: (38, {'cpu': 13, 'gpu': 12, 'ram': 14}), 2: (38, {'cpu': 6, 'gpu': 16, 'ram': 5}), 3: (38, {'cpu': 18, 'gpu': 2, 'ram': 20})}","{(0, 1): ([(38, 38)], {'bandwidth': 37}), (2, 1): ([(38, 38)], {'bandwidth': 23}), (3, 1): ([(38, 38)], {'bandwidth': 3})}",139,202,1.4532374100719425,1,0
1,arrival,0,1,True,True,"{1: (154, {'cpu': 5, 'gpu': 5, 'ram': 16}), 0: (154, {'cpu': 11, 'gpu': 7, 'ram': 17})}","{(0, 1): ([(154, 154)], {'bandwidth': 33})}",61,94,1.540983606557377,2,0
2,arrival,2,2,True,True,"{2: (260, {'cpu': 16, 'gpu': 0, 'ram': 0}), 0: (260, {'cpu': 11, 'gpu': 15, 'ram': 15}), 6: (260, {'cpu': 18, 'gpu': 5, 'ram': 7}), 4: (260, {'cpu': 15, 'gpu': 10, 'ram': 4}), 8: (260, {'cpu': 1, 'gpu': 8, 'ram': 17}), 7: (37, {'cpu': 5, 'gpu': 8, 'ram': 7}), 5: (260, {'cpu': 1, 'gpu': 17, 'ram': 10}), 3: (260, {'cpu': 13, 'gpu': 1, 'ram': 19}), 1: (303, {'cpu': 20, 'gpu': 3, 'ram': 8})}","{(0, 2): ([(260, 260)], {'bandwidth': 23}), (6, 0): ([(260, 260)], {'bandwidth': 25}), (6, 2): ([(260, 260)], {'bandwidth': 19}), (4, 2): ([(260, 260)], {'bandwidth': 46}), (8, 2): ([(260, 260)], {'bandwidth': 37}), (8, 0): ([(260, 260)], {'bandwidth': 32}), (8, 6): ([(260, 260)], {'bandwidth': 7}), (7, 0): ([(37, 260)], {'bandwidth': 43}), (7, 4): ([(37, 260)], {'bandwidth': 8}), (7, 2): ([(37, 260)], {'bandwidth': 5}), (5, 0): ([(260, 260)], {'bandwidth': 18}), (5, 4): ([(260, 260)], {'bandwidth': 15}), (5, 6): ([(260, 260)], {'bandwidth': 13}), (5, 8): ([(260, 260)], {'bandwidth': 5}), (3, 6): ([(260, 260)], {'bandwidth': 22}), (3, 0): ([(260, 260)], {'bandwidth': 15}), (3, 4): ([(260, 260)], {'bandwidth': 5}), (1, 4): ([(260, 303)], {'bandwidth': 32}), (1, 6): ([(260, 31), (31, 303)], {'bandwidth': 32})}",406,656,1.6157635467980296,3,0
3,arrival,3,3,True,True,"{1: (221, {'cpu': 3, 'gpu': 5, 'ram': 6}), 2: (221, {'cpu': 11, 'gpu': 9, 'ram': 10}), 0: (221, {'cpu': 15, 'gpu': 14, 'ram': 19}), 3: (221, {'cpu': 12, 'gpu': 9, 'ram': 16})}","{(2, 1): ([(221, 221)], {'bandwidth': 46}), (0, 1): ([(221, 221)], {'bandwidth': 27}), (3, 0): ([(221, 221)], {'bandwidth': 16})}",129,218,1.689922480620155,4,0
4,arrival,4,4,True,True,"{1: (45, {'cpu': 1, 'gpu': 11, 'ram': 17}), 2: (232, {'cpu': 10, 'gpu': 16, 'ram': 5}), 6: (232, {'cpu': 14, 'gpu': 7, 'ram': 6}), 4: (232, {'cpu': 5, 'gpu': 9, 'ram': 13}), 0: (232, {'cpu': 12, 'gpu': 10, 'ram': 18}), 3: (41, {'cpu': 13, 'gpu': 12, 'ram': 13}), 5: (45, {'cpu': 11, 'gpu': 14, 'ram': 19})}","{(2, 1): ([(45, 232)], {'bandwidth': 26}), (6, 2): ([(232, 232)], {'bandwidth': 30}), (6, 1): ([(45, 232)], {'bandwidth': 12}), (4, 6): ([(232, 232)], {'bandwidth': 45}), (4, 1): ([(45, 232)], {'bandwidth': 2}), (0, 1): ([(45, 232)], {'bandwidth': 42}), (0, 4): ([(232, 232)], {'bandwidth': 41}), (0, 2): ([(232, 232)], {'bandwidth': 0}), (3, 2): ([(41, 232)], {'bandwidth': 36}), (3, 1): ([(41, 45)], {'bandwidth': 8}), (5, 2): ([(45, 2), (2, 232)], {'bandwidth': 41}), (5, 3): ([(41, 45)], {'bandwidth': 27}), (5, 1): ([(45, 45)], {'bandwidth': 0})}",471,546,1.1592356687898089,5,0
5,arrival,4,5,True,True,"{2: (25, {'cpu': 15, 'gpu': 0, 'ram': 0}), 4: (25, {'cpu': 8, 'gpu': 2, 'ram': 7}), 5: (261, {'cpu': 0, 'gpu': 3, 'ram': 1}), 3: (261, {'cpu': 0, 'gpu': 13, 'ram': 18}), 1: (25, {'cpu': 2, 'gpu': 7, 'ram': 14}), 0: (25, {'cpu': 8, 'gpu': 20, 'ram': 19})}","{(4, 2): ([(25, 25)], {'bandwidth': 12}), (5, 2): ([(25, 261)], {'bandwidth': 46}), (3, 4): ([(25, 24), (24, 261)], {'bandwidth': 49}), (3, 2): ([(25, 41), (41, 261)], {'bandwidth': 40}), (1, 2): ([(25, 25)], {'bandwidth': 24}), (0, 4): ([(25, 25)], {'bandwidth': 36}), (0, 3): ([(25, 124), (124, 261)], {'bandwidth': 20}), (0, 1): ([(25, 25)], {'bandwidth': 13})}",401,377,0.940149625935162,6,0
6,arrival,6,6,True,True,"{2: (1, {'cpu': 17, 'gpu': 2, 'ram': 18}), 0: (1, {'cpu': 16, 'gpu': 17, 'ram': 15}), 1: (1, {'cpu': 3, 'gpu': 15, 'ram': 2}), 3: (1, {'cpu': 8, 'gpu': 19, 'ram': 9})}","{(0, 2): ([(1, 1)], {'bandwidth': 27}), (1, 2): ([(1, 1)], {'bandwidth': 33}), (1, 0): ([(1, 1)], {'bandwidth': 5}), (3, 1): ([(1, 1)], {'bandwidth': 6})}",141,212,1.50354609929078,7,0
7,arrival,8,7,True,True,"{0: (88, {'cpu': 16, 'gpu': 8, 'ram': 2}), 1: (88, {'cpu': 5, 'gpu': 8, 'ram': 12})}","{(1, 0): ([(88, 88)], {'bandwidth': 5})}",51,56,1.0980392156862746,8,0
8,arrival,9,8,True,True,"{1: (192, {'cpu': 0, 'gpu': 8, 'ram': 8}), 3: (192, {'cpu': 9, 'gpu': 14, 'ram': 13}), 2: (192, {'cpu': 13, 'gpu': 11, 'ram': 18}), 0: (192, {'cpu': 14, 'gpu': 16, 'ram': 5})}","{(3, 1): ([(192, 192)], {'bandwidth': 17}), (2, 3): ([(192, 192)], {'bandwidth': 39}), (2, 1): ([(192, 192)], {'bandwidth': 16}), (0, 1): ([(192, 192)], {'bandwidth': 21})}",129,222,1.7209302325581395,9,0
9,arrival,11,9,True,True,"{3: (271, {'cpu': 10, 'gpu': 2, 'ram': 18}), 5: (271, {'cpu': 15, 'gpu': 20, 'ram': 4}), 7: (197, {'cpu': 7, 'gpu': 3, 'ram': 18}), 6: (157, {'cpu': 9, 'gpu': 14, 'ram': 11}), 4: (78, {'cpu': 19, 'gpu': 18, 'ram': 6}), 1: (157, {'cpu': 10, 'gpu': 15, 'ram': 2}), 2: (271, {'cpu': 15, 'gpu': 18, 'ram': 16}), 0: (141, {'cpu': 19, 'gpu': 9, 'ram': 16})}","{(5, 3): ([(271, 271)], {'bandwidth': 45}), (7, 5): ([(197, 271)], {'bandwidth': 30}), (6, 7): ([(157, 110), (110, 197)], {'bandwidth': 44}), (6, 5): ([(157, 271)], {'bandwidth': 38}), (4, 3): ([(78, 141), (141, 271)], {'bandwidth': 38}), (4, 5): ([(78, 157), (157, 271)], {'bandwidth': 32}), (4, 6): ([(78, 157)], {'bandwidth': 16}), (1, 7): ([(157, 160), (160, 197)], {'bandwidth': 22}), (1, 4): ([(78, 157)], {'bandwidth': 21}), (1, 3): ([(157, 271)], {'bandwidth': 20}), (1, 5): ([(157, 271)], {'bandwidth': 1}), (2, 3): ([(271, 271)], {'bandwidth': 38}), (2, 7): ([(197, 271)], {'bandwidth': 15}), (2, 1): ([(157, 271)], {'bandwidth': 8}), (0, 2): ([(141, 271)], {'bandwidth': 6}), (0, 3): ([(141, 271)], {'bandwidth': 5})}",726,673,0.9269972451790633,10,0
