event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,3,0,True,True,"{6: (52, {'cpu': 14, 'gpu': 9, 'ram': 13}), 3: (52, {'cpu': 3, 'gpu': 8, 'ram': 17}), 4: (52, {'cpu': 19, 'gpu': 3, 'ram': 7}), 1: (52, {'cpu': 2, 'gpu': 17, 'ram': 14}), 8: (52, {'cpu': 17, 'gpu': 1, 'ram': 8}), 5: (52, {'cpu': 1, 'gpu': 20, 'ram': 12}), 9: (52, {'cpu': 6, 'gpu': 15, 'ram': 17}), 2: (55, {'cpu': 10, 'gpu': 18, 'ram': 9}), 0: (55, {'cpu': 19, 'gpu': 19, 'ram': 13}), 7: (52, {'cpu': 0, 'gpu': 20, 'ram': 1})}","{(3, 6): ([(52, 52)], {'bandwidth': 49}), (4, 6): ([(52, 52)], {'bandwidth': 32}), (1, 4): ([(52, 52)], {'bandwidth': 46}), (1, 3): ([(52, 52)], {'bandwidth': 40}), (1, 6): ([(52, 52)], {'bandwidth': 34}), (8, 4): ([(52, 52)], {'bandwidth': 31}), (8, 3): ([(52, 52)], {'bandwidth': 25}), (5, 8): ([(52, 52)], {'bandwidth': 25}), (5, 6): ([(52, 52)], {'bandwidth': 23}), (9, 3): ([(52, 52)], {'bandwidth': 45}), (9, 6): ([(52, 52)], {'bandwidth': 5}), (2, 6): ([(52, 55)], {'bandwidth': 37}), (2, 5): ([(52, 55)], {'bandwidth': 9}), (0, 9): ([(52, 55)], {'bandwidth': 20}), (0, 3): ([(52, 55)], {'bandwidth': 9}), (7, 6): ([(52, 52)], {'bandwidth': 26}), (7, 5): ([(52, 52)], {'bandwidth': 19}), (7, 0): ([(52, 55)], {'bandwidth': 7})}",414,814,1.9661835748792271,1,0
1,arrival,7,1,True,True,"{4: (71, {'cpu': 17, 'gpu': 4, 'ram': 6}), 8: (71, {'cpu': 17, 'gpu': 1, 'ram': 4}), 7: (71, {'cpu': 9, 'gpu': 16, 'ram': 9}), 3: (71, {'cpu': 15, 'gpu': 14, 'ram': 14}), 1: (71, {'cpu': 10, 'gpu': 0, 'ram': 1}), 2: (71, {'cpu': 7, 'gpu': 0, 'ram': 20}), 6: (71, {'cpu': 11, 'gpu': 6, 'ram': 17}), 5: (115, {'cpu': 16, 'gpu': 10, 'ram': 10}), 0: (25, {'cpu': 16, 'gpu': 8, 'ram': 3})}","{(8, 4): ([(71, 71)], {'bandwidth': 34}), (7, 8): ([(71, 71)], {'bandwidth': 38}), (7, 4): ([(71, 71)], {'bandwidth': 12}), (3, 4): ([(71, 71)], {'bandwidth': 38}), (1, 3): ([(71, 71)], {'bandwidth': 35}), (2, 3): ([(71, 71)], {'bandwidth': 26}), (2, 4): ([(71, 71)], {'bandwidth': 26}), (6, 4): ([(71, 71)], {'bandwidth': 49}), (6, 1): ([(71, 71)], {'bandwidth': 22}), (5, 2): ([(71, 115)], {'bandwidth': 30}), (5, 4): ([(71, 115)], {'bandwidth': 26}), (0, 1): ([(25, 71)], {'bandwidth': 12}), (0, 2): ([(25, 71)], {'bandwidth': 0}), (0, 5): ([(25, 3), (3, 115)], {'bandwidth': 0})}",329,609,1.851063829787234,2,0
2,arrival,11,2,True,True,"{3: (141, {'cpu': 11, 'gpu': 17, 'ram': 0}), 2: (141, {'cpu': 13, 'gpu': 14, 'ram': 3}), 4: (141, {'cpu': 14, 'gpu': 12, 'ram': 2}), 0: (141, {'cpu': 8, 'gpu': 16, 'ram': 19}), 1: (141, {'cpu': 5, 'gpu': 17, 'ram': 19})}","{(4, 2): ([(141, 141)], {'bandwidth': 15}), (0, 4): ([(141, 141)], {'bandwidth': 38}), (0, 2): ([(141, 141)], {'bandwidth': 29}), (1, 2): ([(141, 141)], {'bandwidth': 49}), (1, 4): ([(141, 141)], {'bandwidth': 7}), (1, 3): ([(141, 141)], {'bandwidth': 3})}",170,311,1.8294117647058823,3,0
3,arrival,18,3,True,True,"{2: (16, {'cpu': 1, 'gpu': 5, 'ram': 17}), 0: (16, {'cpu': 13, 'gpu': 15, 'ram': 14}), 1: (16, {'cpu': 3, 'gpu': 13, 'ram': 20})}","{(0, 2): ([(16, 16)], {'bandwidth': 4}), (1, 2): ([(16, 16)], {'bandwidth': 12})}",101,117,1.1584158415841583,4,0
4,arrival,26,4,True,True,"{7: (147, {'cpu': 11, 'gpu': 1, 'ram': 6}), 2: (147, {'cpu': 11, 'gpu': 11, 'ram': 10}), 3: (147, {'cpu': 10, 'gpu': 11, 'ram': 1}), 1: (147, {'cpu': 11, 'gpu': 16, 'ram': 5}), 5: (147, {'cpu': 10, 'gpu': 6, 'ram': 19}), 4: (147, {'cpu': 2, 'gpu': 3, 'ram': 4}), 6: (147, {'cpu': 7, 'gpu': 14, 'ram': 15}), 0: (70, {'cpu': 13, 'gpu': 6, 'ram': 20})}","{(2, 7): ([(147, 147)], {'bandwidth': 48}), (3, 7): ([(147, 147)], {'bandwidth': 39}), (3, 2): ([(147, 147)], {'bandwidth': 16}), (1, 2): ([(147, 147)], {'bandwidth': 49}), (1, 7): ([(147, 147)], {'bandwidth': 34}), (1, 3): ([(147, 147)], {'bandwidth': 27}), (5, 2): ([(147, 147)], {'bandwidth': 26}), (5, 7): ([(147, 147)], {'bandwidth': 22}), (5, 3): ([(147, 147)], {'bandwidth': 6}), (4, 7): ([(147, 147)], {'bandwidth': 48}), (4, 3): ([(147, 147)], {'bandwidth': 10}), (4, 5): ([(147, 147)], {'bandwidth': 3}), (4, 2): ([(147, 147)], {'bandwidth': 2}), (6, 5): ([(147, 147)], {'bandwidth': 43}), (6, 1): ([(147, 147)], {'bandwidth': 37}), (0, 2): ([(70, 147)], {'bandwidth': 44}), (0, 4): ([(70, 147)], {'bandwidth': 15}), (0, 3): ([(70, 147)], {'bandwidth': 13}), (0, 5): ([(70, 147)], {'bandwidth': 0})}",295,705,2.389830508474576,5,0
5,arrival,29,5,True,True,"{0: (60, {'cpu': 13, 'gpu': 3, 'ram': 12}), 1: (60, {'cpu': 5, 'gpu': 0, 'ram': 8}), 2: (60, {'cpu': 1, 'gpu': 19, 'ram': 5}), 3: (60, {'cpu': 18, 'gpu': 2, 'ram': 11})}","{(1, 0): ([(60, 60)], {'bandwidth': 34}), (2, 1): ([(60, 60)], {'bandwidth': 41}), (2, 0): ([(60, 60)], {'bandwidth': 30}), (3, 0): ([(60, 60)], {'bandwidth': 22})}",97,224,2.3092783505154637,6,0
6,arrival,34,6,True,True,"{5: (78, {'cpu': 9, 'gpu': 11, 'ram': 11}), 0: (78, {'cpu': 0, 'gpu': 7, 'ram': 10}), 4: (78, {'cpu': 19, 'gpu': 5, 'ram': 18}), 6: (78, {'cpu': 13, 'gpu': 5, 'ram': 9}), 3: (78, {'cpu': 7, 'gpu': 20, 'ram': 16}), 1: (78, {'cpu': 17, 'gpu': 16, 'ram': 7}), 2: (78, {'cpu': 14, 'gpu': 16, 'ram': 0})}","{(0, 5): ([(78, 78)], {'bandwidth': 11}), (4, 5): ([(78, 78)], {'bandwidth': 34}), (4, 0): ([(78, 78)], {'bandwidth': 19}), (3, 0): ([(78, 78)], {'bandwidth': 46}), (3, 6): ([(78, 78)], {'bandwidth': 11}), (1, 5): ([(78, 78)], {'bandwidth': 9}), (2, 6): ([(78, 78)], {'bandwidth': 38}), (2, 0): ([(78, 78)], {'bandwidth': 4}), (2, 5): ([(78, 78)], {'bandwidth': 1})}",230,403,1.7521739130434784,7,0
7,arrival,41,7,True,True,"{4: (120, {'cpu': 9, 'gpu': 9, 'ram': 10}), 1: (120, {'cpu': 11, 'gpu': 8, 'ram': 16}), 9: (120, {'cpu': 2, 'gpu': 13, 'ram': 16}), 7: (120, {'cpu': 13, 'gpu': 17, 'ram': 2}), 8: (120, {'cpu': 1, 'gpu': 17, 'ram': 11}), 2: (120, {'cpu': 3, 'gpu': 17, 'ram': 15}), 5: (120, {'cpu': 10, 'gpu': 8, 'ram': 20}), 0: (86, {'cpu': 5, 'gpu': 10, 'ram': 18}), 6: (112, {'cpu': 19, 'gpu': 9, 'ram': 9}), 3: (91, {'cpu': 20, 'gpu': 19, 'ram': 4})}","{(1, 4): ([(120, 120)], {'bandwidth': 44}), (9, 1): ([(120, 120)], {'bandwidth': 38}), (9, 4): ([(120, 120)], {'bandwidth': 5}), (7, 4): ([(120, 120)], {'bandwidth': 32}), (7, 9): ([(120, 120)], {'bandwidth': 24}), (8, 4): ([(120, 120)], {'bandwidth': 45}), (8, 7): ([(120, 120)], {'bandwidth': 45}), (8, 1): ([(120, 120)], {'bandwidth': 35}), (2, 1): ([(120, 120)], {'bandwidth': 32}), (2, 7): ([(120, 120)], {'bandwidth': 28}), (2, 4): ([(120, 120)], {'bandwidth': 24}), (5, 9): ([(120, 120)], {'bandwidth': 49}), (5, 4): ([(120, 120)], {'bandwidth': 45}), (5, 2): ([(120, 120)], {'bandwidth': 29}), (0, 4): ([(86, 120)], {'bandwidth': 40}), (0, 9): ([(86, 12), (12, 120)], {'bandwidth': 34}), (0, 1): ([(86, 120)], {'bandwidth': 14}), (6, 8): ([(112, 120)], {'bandwidth': 36}), (6, 1): ([(112, 120)], {'bandwidth': 10}), (6, 7): ([(112, 120)], {'bandwidth': 0}), (3, 1): ([(91, 120)], {'bandwidth': 30}), (3, 9): ([(91, 120)], {'bandwidth': 12}), (3, 2): ([(91, 120)], {'bandwidth': 8}), (3, 8): ([(91, 120)], {'bandwidth': 3}), (3, 0): ([(86, 91)], {'bandwidth': 0})}",562,1003,1.7846975088967971,8,0
8,arrival,45,8,True,True,"{5: (106, {'cpu': 16, 'gpu': 4, 'ram': 19}), 0: (34, {'cpu': 13, 'gpu': 0, 'ram': 4}), 6: (34, {'cpu': 2, 'gpu': 14, 'ram': 8}), 1: (34, {'cpu': 15, 'gpu': 8, 'ram': 6}), 3: (34, {'cpu': 16, 'gpu': 3, 'ram': 12}), 2: (34, {'cpu': 4, 'gpu': 3, 'ram': 19}), 4: (34, {'cpu': 2, 'gpu': 9, 'ram': 18})}","{(6, 0): ([(34, 34)], {'bandwidth': 12}), (1, 6): ([(34, 34)], {'bandwidth': 18}), (1, 5): ([(34, 106)], {'bandwidth': 6}), (3, 5): ([(34, 106)], {'bandwidth': 23}), (2, 1): ([(34, 34)], {'bandwidth': 34}), (4, 5): ([(34, 106)], {'bandwidth': 28})}",252,316,1.253968253968254,9,0
9,arrival,47,9,True,True,"{2: (90, {'cpu': 1, 'gpu': 15, 'ram': 15}), 1: (90, {'cpu': 20, 'gpu': 19, 'ram': 3}), 4: (90, {'cpu': 4, 'gpu': 9, 'ram': 17}), 5: (90, {'cpu': 15, 'gpu': 9, 'ram': 8}), 0: (90, {'cpu': 14, 'gpu': 16, 'ram': 7}), 3: (148, {'cpu': 11, 'gpu': 6, 'ram': 19})}","{(1, 2): ([(90, 90)], {'bandwidth': 29}), (4, 2): ([(90, 90)], {'bandwidth': 9}), (5, 4): ([(90, 90)], {'bandwidth': 24}), (5, 1): ([(90, 90)], {'bandwidth': 13}), (0, 2): ([(90, 90)], {'bandwidth': 8}), (3, 4): ([(90, 148)], {'bandwidth': 37}), (3, 0): ([(90, 148)], {'bandwidth': 19}), (3, 5): ([(90, 148)], {'bandwidth': 0})}",264,347,1.3143939393939394,10,0
