event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,0,0,True,True,"{0: (290, {'cpu': 2, 'gpu': 2, 'ram': 15}), 7: (290, {'cpu': 5, 'gpu': 5, 'ram': 15}), 4: (290, {'cpu': 19, 'gpu': 2, 'ram': 7}), 6: (290, {'cpu': 3, 'gpu': 15, 'ram': 18}), 8: (290, {'cpu': 1, 'gpu': 8, 'ram': 12}), 3: (290, {'cpu': 13, 'gpu': 3, 'ram': 3}), 9: (290, {'cpu': 9, 'gpu': 1, 'ram': 18}), 5: (290, {'cpu': 0, 'gpu': 8, 'ram': 8}), 2: (338, {'cpu': 6, 'gpu': 2, 'ram': 15}), 1: (301, {'cpu': 14, 'gpu': 2, 'ram': 15})}","{(7, 0): ([(290, 290)], {'bandwidth': 43}), (4, 0): ([(290, 290)], {'bandwidth': 30}), (6, 4): ([(290, 290)], {'bandwidth': 50}), (6, 7): ([(290, 290)], {'bandwidth': 21}), (6, 0): ([(290, 290)], {'bandwidth': 14}), (8, 7): ([(290, 290)], {'bandwidth': 38}), (8, 0): ([(290, 290)], {'bandwidth': 30}), (8, 6): ([(290, 290)], {'bandwidth': 4}), (3, 4): ([(290, 290)], {'bandwidth': 37}), (3, 6): ([(290, 290)], {'bandwidth': 21}), (3, 7): ([(290, 290)], {'bandwidth': 18}), (9, 8): ([(290, 290)], {'bandwidth': 41}), (9, 0): ([(290, 290)], {'bandwidth': 36}), (9, 7): ([(290, 290)], {'bandwidth': 32}), (5, 3): ([(290, 290)], {'bandwidth': 14}), (5, 0): ([(290, 290)], {'bandwidth': 10}), (2, 5): ([(290, 338)], {'bandwidth': 45}), (2, 3): ([(290, 120), (120, 338)], {'bandwidth': 19}), (1, 9): ([(290, 301)], {'bandwidth': 19}), (1, 2): ([(301, 102), (102, 338)], {'bandwidth': 3})}",354,771,2.1779661016949152,1,0
1,arrival,0,1,True,True,"{2: (206, {'cpu': 2, 'gpu': 18, 'ram': 9}), 0: (206, {'cpu': 16, 'gpu': 11, 'ram': 3}), 5: (206, {'cpu': 5, 'gpu': 2, 'ram': 9}), 3: (206, {'cpu': 11, 'gpu': 17, 'ram': 0}), 4: (206, {'cpu': 12, 'gpu': 3, 'ram': 10}), 6: (206, {'cpu': 10, 'gpu': 12, 'ram': 20}), 7: (206, {'cpu': 9, 'gpu': 14, 'ram': 10}), 8: (270, {'cpu': 18, 'gpu': 20, 'ram': 17}), 1: (270, {'cpu': 5, 'gpu': 9, 'ram': 19})}","{(5, 0): ([(206, 206)], {'bandwidth': 34}), (3, 2): ([(206, 206)], {'bandwidth': 43}), (3, 0): ([(206, 206)], {'bandwidth': 41}), (3, 5): ([(206, 206)], {'bandwidth': 28}), (4, 2): ([(206, 206)], {'bandwidth': 46}), (4, 5): ([(206, 206)], {'bandwidth': 11}), (6, 2): ([(206, 206)], {'bandwidth': 49}), (6, 0): ([(206, 206)], {'bandwidth': 26}), (7, 4): ([(206, 206)], {'bandwidth': 23}), (7, 5): ([(206, 206)], {'bandwidth': 13}), (7, 2): ([(206, 206)], {'bandwidth': 2}), (8, 2): ([(206, 270)], {'bandwidth': 44}), (8, 4): ([(206, 270)], {'bandwidth': 0}), (1, 8): ([(270, 270)], {'bandwidth': 20}), (1, 3): ([(206, 270)], {'bandwidth': 4})}",339,675,1.991150442477876,2,0
2,arrival,1,2,True,True,"{7: (139, {'cpu': 11, 'gpu': 2, 'ram': 1}), 1: (139, {'cpu': 14, 'gpu': 12, 'ram': 20}), 6: (139, {'cpu': 6, 'gpu': 14, 'ram': 6}), 5: (139, {'cpu': 4, 'gpu': 11, 'ram': 14}), 0: (334, {'cpu': 9, 'gpu': 16, 'ram': 11}), 3: (139, {'cpu': 8, 'gpu': 8, 'ram': 4}), 2: (139, {'cpu': 8, 'gpu': 16, 'ram': 10}), 4: (139, {'cpu': 17, 'gpu': 19, 'ram': 0})}","{(1, 7): ([(139, 139)], {'bandwidth': 46}), (6, 1): ([(139, 139)], {'bandwidth': 26}), (5, 7): ([(139, 139)], {'bandwidth': 44}), (5, 6): ([(139, 139)], {'bandwidth': 25}), (5, 1): ([(139, 139)], {'bandwidth': 5}), (0, 1): ([(139, 334)], {'bandwidth': 47}), (0, 6): ([(139, 135), (135, 334)], {'bandwidth': 25}), (0, 7): ([(139, 135), (135, 334)], {'bandwidth': 22}), (0, 5): ([(139, 334)], {'bandwidth': 17}), (3, 5): ([(139, 139)], {'bandwidth': 48}), (3, 7): ([(139, 139)], {'bandwidth': 29}), (3, 6): ([(139, 139)], {'bandwidth': 24}), (3, 0): ([(139, 334)], {'bandwidth': 4}), (2, 1): ([(139, 139)], {'bandwidth': 40}), (2, 7): ([(139, 139)], {'bandwidth': 39}), (2, 6): ([(139, 139)], {'bandwidth': 30}), (4, 7): ([(139, 139)], {'bandwidth': 33}), (4, 6): ([(139, 139)], {'bandwidth': 6}), (4, 1): ([(139, 139)], {'bandwidth': 3})}",403,754,1.8709677419354838,3,0
3,arrival,1,3,True,True,"{7: (133, {'cpu': 9, 'gpu': 18, 'ram': 19}), 4: (133, {'cpu': 18, 'gpu': 7, 'ram': 10}), 2: (133, {'cpu': 3, 'gpu': 20, 'ram': 3}), 3: (136, {'cpu': 1, 'gpu': 3, 'ram': 6}), 8: (136, {'cpu': 15, 'gpu': 15, 'ram': 10}), 1: (136, {'cpu': 0, 'gpu': 2, 'ram': 18}), 6: (136, {'cpu': 15, 'gpu': 3, 'ram': 15}), 0: (136, {'cpu': 8, 'gpu': 10, 'ram': 18}), 5: (136, {'cpu': 20, 'gpu': 12, 'ram': 1})}","{(4, 7): ([(133, 133)], {'bandwidth': 49}), (2, 7): ([(133, 133)], {'bandwidth': 39}), (3, 7): ([(133, 136)], {'bandwidth': 29}), (3, 4): ([(133, 136)], {'bandwidth': 26}), (3, 2): ([(133, 136)], {'bandwidth': 5}), (8, 3): ([(136, 136)], {'bandwidth': 32}), (8, 2): ([(133, 136)], {'bandwidth': 20}), (8, 7): ([(133, 44), (44, 136)], {'bandwidth': 19}), (1, 8): ([(136, 136)], {'bandwidth': 39}), (1, 7): ([(133, 44), (44, 136)], {'bandwidth': 34}), (1, 4): ([(133, 44), (44, 136)], {'bandwidth': 21}), (6, 4): ([(133, 79), (79, 136)], {'bandwidth': 42}), (6, 7): ([(133, 79), (79, 136)], {'bandwidth': 29}), (6, 2): ([(133, 79), (79, 136)], {'bandwidth': 15}), (0, 2): ([(133, 84), (84, 136)], {'bandwidth': 42}), (0, 6): ([(136, 136)], {'bandwidth': 29}), (0, 1): ([(136, 136)], {'bandwidth': 27}), (5, 7): ([(133, 237), (237, 136)], {'bandwidth': 35}), (5, 0): ([(136, 136)], {'bandwidth': 19})}",833,830,0.9963985594237695,4,0
4,arrival,1,4,True,True,"{7: (197, {'cpu': 0, 'gpu': 13, 'ram': 0}), 4: (197, {'cpu': 19, 'gpu': 5, 'ram': 11}), 2: (197, {'cpu': 20, 'gpu': 13, 'ram': 12}), 8: (197, {'cpu': 7, 'gpu': 15, 'ram': 8}), 3: (197, {'cpu': 14, 'gpu': 19, 'ram': 1}), 6: (197, {'cpu': 10, 'gpu': 6, 'ram': 2}), 1: (197, {'cpu': 5, 'gpu': 7, 'ram': 5}), 0: (27, {'cpu': 9, 'gpu': 14, 'ram': 11}), 5: (27, {'cpu': 2, 'gpu': 18, 'ram': 16})}","{(4, 7): ([(197, 197)], {'bandwidth': 38}), (2, 4): ([(197, 197)], {'bandwidth': 18}), (2, 7): ([(197, 197)], {'bandwidth': 9}), (8, 2): ([(197, 197)], {'bandwidth': 28}), (8, 7): ([(197, 197)], {'bandwidth': 11}), (8, 4): ([(197, 197)], {'bandwidth': 6}), (3, 4): ([(197, 197)], {'bandwidth': 34}), (3, 8): ([(197, 197)], {'bandwidth': 18}), (6, 7): ([(197, 197)], {'bandwidth': 31}), (6, 8): ([(197, 197)], {'bandwidth': 22}), (1, 2): ([(197, 197)], {'bandwidth': 23}), (1, 7): ([(197, 197)], {'bandwidth': 14}), (1, 3): ([(197, 197)], {'bandwidth': 0}), (0, 2): ([(27, 197)], {'bandwidth': 29}), (0, 3): ([(27, 197)], {'bandwidth': 24}), (5, 0): ([(27, 27)], {'bandwidth': 21}), (5, 8): ([(27, 197)], {'bandwidth': 9}), (5, 1): ([(27, 141), (141, 197)], {'bandwidth': 8})}",340,605,1.7794117647058822,5,0
5,arrival,1,5,True,True,"{0: (265, {'cpu': 5, 'gpu': 7, 'ram': 3}), 1: (265, {'cpu': 0, 'gpu': 15, 'ram': 7})}","{(1, 0): ([(265, 265)], {'bandwidth': 0})}",37,37,1.0,6,0
6,arrival,2,6,True,True,"{4: (128, {'cpu': 1, 'gpu': 16, 'ram': 7}), 3: (128, {'cpu': 8, 'gpu': 0, 'ram': 11}), 2: (128, {'cpu': 11, 'gpu': 19, 'ram': 13}), 0: (128, {'cpu': 20, 'gpu': 0, 'ram': 14}), 1: (128, {'cpu': 5, 'gpu': 19, 'ram': 3})}","{(3, 4): ([(128, 128)], {'bandwidth': 34}), (2, 4): ([(128, 128)], {'bandwidth': 41}), (2, 3): ([(128, 128)], {'bandwidth': 14}), (0, 2): ([(128, 128)], {'bandwidth': 32}), (0, 3): ([(128, 128)], {'bandwidth': 22}), (0, 4): ([(128, 128)], {'bandwidth': 10}), (1, 4): ([(128, 128)], {'bandwidth': 0})}",147,300,2.0408163265306123,7,0
7,arrival,5,7,True,True,"{1: (371, {'cpu': 8, 'gpu': 5, 'ram': 19}), 2: (371, {'cpu': 6, 'gpu': 14, 'ram': 18}), 3: (282, {'cpu': 1, 'gpu': 6, 'ram': 17}), 0: (282, {'cpu': 11, 'gpu': 18, 'ram': 2})}","{(2, 1): ([(371, 371)], {'bandwidth': 43}), (3, 1): ([(282, 371)], {'bandwidth': 22}), (0, 1): ([(282, 371)], {'bandwidth': 11})}",158,201,1.2721518987341771,8,0
8,arrival,6,8,True,True,"{5: (184, {'cpu': 15, 'gpu': 10, 'ram': 7}), 1: (184, {'cpu': 6, 'gpu': 12, 'ram': 11}), 2: (184, {'cpu': 12, 'gpu': 5, 'ram': 7}), 3: (184, {'cpu': 10, 'gpu': 8, 'ram': 16}), 8: (184, {'cpu': 3, 'gpu': 2, 'ram': 0}), 7: (184, {'cpu': 13, 'gpu': 15, 'ram': 12}), 0: (218, {'cpu': 8, 'gpu': 11, 'ram': 20}), 4: (334, {'cpu': 9, 'gpu': 20, 'ram': 15}), 6: (184, {'cpu': 6, 'gpu': 1, 'ram': 20}), 9: (334, {'cpu': 8, 'gpu': 9, 'ram': 12})}","{(1, 5): ([(184, 184)], {'bandwidth': 31}), (2, 1): ([(184, 184)], {'bandwidth': 16}), (3, 5): ([(184, 184)], {'bandwidth': 25}), (3, 2): ([(184, 184)], {'bandwidth': 23}), (8, 2): ([(184, 184)], {'bandwidth': 47}), (8, 3): ([(184, 184)], {'bandwidth': 15}), (7, 5): ([(184, 184)], {'bandwidth': 41}), (7, 3): ([(184, 184)], {'bandwidth': 36}), (7, 1): ([(184, 184)], {'bandwidth': 34}), (7, 8): ([(184, 184)], {'bandwidth': 13}), (0, 1): ([(184, 218)], {'bandwidth': 50}), (0, 5): ([(184, 93), (93, 218)], {'bandwidth': 41}), (0, 2): ([(184, 218)], {'bandwidth': 9}), (4, 3): ([(184, 334)], {'bandwidth': 43}), (4, 0): ([(218, 80), (80, 334)], {'bandwidth': 23}), (4, 1): ([(184, 103), (103, 334)], {'bandwidth': 21}), (4, 2): ([(184, 334)], {'bandwidth': 5}), (6, 5): ([(184, 184)], {'bandwidth': 38}), (6, 1): ([(184, 184)], {'bandwidth': 35}), (6, 2): ([(184, 184)], {'bandwidth': 30}), (9, 2): ([(184, 103), (103, 334)], {'bandwidth': 32}), (9, 5): ([(184, 111), (111, 334)], {'bandwidth': 23}), (9, 8): ([(184, 111), (111, 334)], {'bandwidth': 18})}",726,952,1.3112947658402203,9,0
9,arrival,7,9,True,True,"{5: (340, {'cpu': 4, 'gpu': 12, 'ram': 0}), 4: (340, {'cpu': 13, 'gpu': 12, 'ram': 1}), 2: (340, {'cpu': 20, 'gpu': 13, 'ram': 7}), 0: (340, {'cpu': 14, 'gpu': 19, 'ram': 15}), 1: (340, {'cpu': 15, 'gpu': 14, 'ram': 11}), 8: (340, {'cpu': 0, 'gpu': 1, 'ram': 16}), 3: (340, {'cpu': 4, 'gpu': 8, 'ram': 17}), 6: (340, {'cpu': 5, 'gpu': 19, 'ram': 8}), 7: (142, {'cpu': 7, 'gpu': 10, 'ram': 7})}","{(4, 5): ([(340, 340)], {'bandwidth': 4}), (2, 5): ([(340, 340)], {'bandwidth': 40}), (2, 4): ([(340, 340)], {'bandwidth': 39}), (0, 5): ([(340, 340)], {'bandwidth': 42}), (0, 4): ([(340, 340)], {'bandwidth': 8}), (0, 2): ([(340, 340)], {'bandwidth': 2}), (1, 0): ([(340, 340)], {'bandwidth': 19}), (1, 5): ([(340, 340)], {'bandwidth': 17}), (1, 4): ([(340, 340)], {'bandwidth': 14}), (8, 4): ([(340, 340)], {'bandwidth': 38}), (8, 0): ([(340, 340)], {'bandwidth': 29}), (3, 1): ([(340, 340)], {'bandwidth': 30}), (3, 2): ([(340, 340)], {'bandwidth': 14}), (3, 0): ([(340, 340)], {'bandwidth': 5}), (6, 3): ([(340, 340)], {'bandwidth': 42}), (6, 2): ([(340, 340)], {'bandwidth': 23}), (6, 8): ([(340, 340)], {'bandwidth': 11}), (7, 3): ([(142, 340)], {'bandwidth': 10})}",282,659,2.3368794326241136,10,0
