event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,2,0,True,True,"{2: (42, {'cpu': 16, 'gpu': 2, 'ram': 18}), 0: (42, {'cpu': 10, 'gpu': 7, 'ram': 18}), 1: (126, {'cpu': 17, 'gpu': 11, 'ram': 15}), 3: (257, {'cpu': 8, 'gpu': 18, 'ram': 6}), 4: (146, {'cpu': 4, 'gpu': 10, 'ram': 6}), 6: (1, {'cpu': 11, 'gpu': 13, 'ram': 17}), 7: (92, {'cpu': 7, 'gpu': 8, 'ram': 4}), 5: (6, {'cpu': 4, 'gpu': 10, 'ram': 7}), 8: (22, {'cpu': 11, 'gpu': 9, 'ram': 8})}","{(0, 2): ([(42, 42)], {'bandwidth': 36}), (1, 2): ([(42, 126)], {'bandwidth': 19}), (1, 0): ([(42, 126)], {'bandwidth': 9}), (3, 2): ([(42, 146), (146, 257)], {'bandwidth': 40}), (3, 0): ([(42, 225), (225, 257)], {'bandwidth': 35}), (3, 1): ([(126, 71), (71, 257)], {'bandwidth': 24}), (4, 0): ([(42, 156), (156, 146)], {'bandwidth': 42}), (4, 2): ([(42, 2), (2, 23), (23, 146)], {'bandwidth': 37}), (6, 0): ([(1, 65), (65, 42)], {'bandwidth': 47}), (6, 1): ([(1, 48), (48, 126)], {'bandwidth': 31}), (6, 2): ([(1, 144), (144, 42)], {'bandwidth': 10}), (7, 1): ([(92, 45), (45, 126)], {'bandwidth': 49}), (7, 4): ([(92, 120), (120, 146)], {'bandwidth': 24}), (7, 2): ([(42, 119), (119, 92)], {'bandwidth': 17}), (5, 6): ([(1, 6)], {'bandwidth': 40}), (5, 2): ([(6, 72), (72, 42)], {'bandwidth': 27}), (5, 0): ([(6, 72), (72, 42)], {'bandwidth': 17}), (8, 3): ([(22, 257)], {'bandwidth': 37}), (8, 4): ([(22, 146)], {'bandwidth': 26})}",1243,842,0.6773934030571199,1,0
1,arrival,3,1,True,True,"{1: (244, {'cpu': 0, 'gpu': 13, 'ram': 16}), 2: (244, {'cpu': 10, 'gpu': 1, 'ram': 18}), 0: (244, {'cpu': 16, 'gpu': 7, 'ram': 2})}","{(2, 1): ([(244, 244)], {'bandwidth': 49}), (0, 1): ([(244, 244)], {'bandwidth': 18})}",83,150,1.8072289156626506,2,0
2,arrival,6,2,True,True,"{7: (144, {'cpu': 9, 'gpu': 9, 'ram': 4}), 2: (144, {'cpu': 3, 'gpu': 10, 'ram': 16}), 5: (123, {'cpu': 20, 'gpu': 17, 'ram': 15}), 6: (162, {'cpu': 2, 'gpu': 12, 'ram': 17}), 3: (144, {'cpu': 13, 'gpu': 17, 'ram': 9}), 4: (162, {'cpu': 0, 'gpu': 4, 'ram': 19}), 0: (162, {'cpu': 3, 'gpu': 6, 'ram': 17}), 1: (138, {'cpu': 0, 'gpu': 14, 'ram': 13})}","{(2, 7): ([(144, 144)], {'bandwidth': 30}), (5, 7): ([(123, 144)], {'bandwidth': 26}), (5, 2): ([(123, 144)], {'bandwidth': 10}), (6, 5): ([(123, 75), (75, 162)], {'bandwidth': 43}), (6, 7): ([(144, 162)], {'bandwidth': 23}), (6, 2): ([(144, 162)], {'bandwidth': 16}), (3, 2): ([(144, 144)], {'bandwidth': 48}), (3, 7): ([(144, 144)], {'bandwidth': 3}), (4, 7): ([(144, 162)], {'bandwidth': 43}), (4, 5): ([(123, 76), (76, 162)], {'bandwidth': 21}), (4, 2): ([(144, 42), (42, 162)], {'bandwidth': 15}), (0, 3): ([(144, 42), (42, 162)], {'bandwidth': 30}), (0, 7): ([(144, 42), (42, 162)], {'bandwidth': 26}), (0, 6): ([(162, 162)], {'bandwidth': 2}), (1, 7): ([(138, 170), (170, 144)], {'bandwidth': 29}), (1, 6): ([(138, 162)], {'bandwidth': 15}), (1, 2): ([(138, 170), (170, 144)], {'bandwidth': 10}), (1, 5): ([(123, 226), (226, 138)], {'bandwidth': 4})}",738,643,0.8712737127371274,3,0
3,arrival,7,3,True,True,"{1: (278, {'cpu': 0, 'gpu': 10, 'ram': 5}), 7: (278, {'cpu': 10, 'gpu': 2, 'ram': 12}), 3: (278, {'cpu': 20, 'gpu': 18, 'ram': 19}), 4: (278, {'cpu': 14, 'gpu': 12, 'ram': 12}), 5: (168, {'cpu': 10, 'gpu': 18, 'ram': 1}), 0: (168, {'cpu': 9, 'gpu': 19, 'ram': 18}), 2: (168, {'cpu': 10, 'gpu': 15, 'ram': 13}), 6: (168, {'cpu': 18, 'gpu': 12, 'ram': 16})}","{(7, 1): ([(278, 278)], {'bandwidth': 31}), (3, 1): ([(278, 278)], {'bandwidth': 48}), (3, 7): ([(278, 278)], {'bandwidth': 34}), (4, 7): ([(278, 278)], {'bandwidth': 28}), (4, 3): ([(278, 278)], {'bandwidth': 22}), (5, 3): ([(168, 278)], {'bandwidth': 30}), (2, 5): ([(168, 168)], {'bandwidth': 25}), (6, 0): ([(168, 168)], {'bandwidth': 41}), (6, 4): ([(168, 278)], {'bandwidth': 10}), (6, 5): ([(168, 168)], {'bandwidth': 6})}",333,568,1.7057057057057057,4,0
4,arrival,10,4,True,True,"{6: (193, {'cpu': 14, 'gpu': 5, 'ram': 2}), 2: (193, {'cpu': 5, 'gpu': 3, 'ram': 7}), 7: (193, {'cpu': 2, 'gpu': 2, 'ram': 15}), 5: (193, {'cpu': 8, 'gpu': 15, 'ram': 3}), 8: (193, {'cpu': 16, 'gpu': 14, 'ram': 3}), 3: (193, {'cpu': 6, 'gpu': 6, 'ram': 15}), 1: (193, {'cpu': 13, 'gpu': 9, 'ram': 4}), 4: (193, {'cpu': 12, 'gpu': 17, 'ram': 10}), 0: (8, {'cpu': 15, 'gpu': 17, 'ram': 1})}","{(7, 2): ([(193, 193)], {'bandwidth': 50}), (5, 2): ([(193, 193)], {'bandwidth': 23}), (5, 6): ([(193, 193)], {'bandwidth': 14}), (8, 6): ([(193, 193)], {'bandwidth': 40}), (8, 2): ([(193, 193)], {'bandwidth': 17}), (1, 7): ([(193, 193)], {'bandwidth': 34}), (1, 6): ([(193, 193)], {'bandwidth': 20}), (1, 5): ([(193, 193)], {'bandwidth': 2}), (4, 7): ([(193, 193)], {'bandwidth': 27}), (4, 8): ([(193, 193)], {'bandwidth': 6}), (4, 2): ([(193, 193)], {'bandwidth': 0}), (0, 6): ([(8, 193)], {'bandwidth': 36}), (0, 2): ([(8, 193)], {'bandwidth': 17}), (0, 5): ([(8, 193)], {'bandwidth': 16}), (0, 3): ([(8, 193)], {'bandwidth': 14})}",322,555,1.7236024844720497,5,0
5,arrival,11,5,True,True,"{3: (51, {'cpu': 12, 'gpu': 0, 'ram': 17}), 7: (51, {'cpu': 12, 'gpu': 16, 'ram': 6}), 0: (51, {'cpu': 19, 'gpu': 1, 'ram': 18}), 4: (115, {'cpu': 15, 'gpu': 7, 'ram': 20}), 6: (51, {'cpu': 2, 'gpu': 2, 'ram': 17}), 8: (51, {'cpu': 12, 'gpu': 18, 'ram': 1}), 2: (214, {'cpu': 18, 'gpu': 1, 'ram': 17}), 5: (214, {'cpu': 15, 'gpu': 13, 'ram': 19}), 1: (51, {'cpu': 7, 'gpu': 12, 'ram': 4})}","{(7, 3): ([(51, 51)], {'bandwidth': 49}), (0, 3): ([(51, 51)], {'bandwidth': 48}), (0, 7): ([(51, 51)], {'bandwidth': 31}), (4, 7): ([(51, 115)], {'bandwidth': 43}), (6, 7): ([(51, 51)], {'bandwidth': 21}), (6, 4): ([(51, 115)], {'bandwidth': 17}), (6, 3): ([(51, 51)], {'bandwidth': 11}), (8, 4): ([(51, 135), (135, 115)], {'bandwidth': 32}), (8, 3): ([(51, 51)], {'bandwidth': 28}), (8, 0): ([(51, 51)], {'bandwidth': 0}), (2, 3): ([(51, 214)], {'bandwidth': 13}), (2, 7): ([(51, 214)], {'bandwidth': 3}), (5, 3): ([(51, 214)], {'bandwidth': 22}), (5, 0): ([(51, 214)], {'bandwidth': 7}), (1, 4): ([(51, 115)], {'bandwidth': 22}), (1, 6): ([(51, 51)], {'bandwidth': 9})}",492,657,1.3353658536585367,6,0
6,arrival,13,6,True,True,"{0: (0, {'cpu': 9, 'gpu': 2, 'ram': 13}), 1: (0, {'cpu': 2, 'gpu': 4, 'ram': 6}), 2: (0, {'cpu': 13, 'gpu': 16, 'ram': 0})}","{(1, 0): ([(0, 0)], {'bandwidth': 50}), (2, 0): ([(0, 0)], {'bandwidth': 42}), (2, 1): ([(0, 0)], {'bandwidth': 12})}",65,169,2.6,7,0
7,arrival,15,7,True,True,"{4: (198, {'cpu': 17, 'gpu': 7, 'ram': 0}), 0: (198, {'cpu': 5, 'gpu': 14, 'ram': 10}), 5: (198, {'cpu': 13, 'gpu': 15, 'ram': 3}), 2: (258, {'cpu': 15, 'gpu': 4, 'ram': 20}), 3: (209, {'cpu': 14, 'gpu': 9, 'ram': 8}), 1: (209, {'cpu': 11, 'gpu': 16, 'ram': 17}), 6: (198, {'cpu': 10, 'gpu': 6, 'ram': 16})}","{(0, 4): ([(198, 198)], {'bandwidth': 13}), (5, 0): ([(198, 198)], {'bandwidth': 35}), (5, 4): ([(198, 198)], {'bandwidth': 24}), (2, 5): ([(198, 258)], {'bandwidth': 16}), (3, 0): ([(198, 209)], {'bandwidth': 23}), (3, 4): ([(198, 209)], {'bandwidth': 12}), (1, 2): ([(209, 258)], {'bandwidth': 46}), (1, 4): ([(198, 209)], {'bandwidth': 4}), (6, 5): ([(198, 198)], {'bandwidth': 18}), (6, 3): ([(198, 209)], {'bandwidth': 8})}",339,429,1.2654867256637168,8,0
8,arrival,16,8,True,True,"{6: (56, {'cpu': 7, 'gpu': 8, 'ram': 2}), 3: (56, {'cpu': 3, 'gpu': 18, 'ram': 19}), 2: (257, {'cpu': 18, 'gpu': 12, 'ram': 1}), 1: (146, {'cpu': 19, 'gpu': 12, 'ram': 9}), 4: (255, {'cpu': 2, 'gpu': 2, 'ram': 19}), 7: (255, {'cpu': 8, 'gpu': 11, 'ram': 5}), 5: (255, {'cpu': 11, 'gpu': 20, 'ram': 18}), 0: (255, {'cpu': 10, 'gpu': 10, 'ram': 9}), 8: (76, {'cpu': 16, 'gpu': 11, 'ram': 19})}","{(3, 6): ([(56, 56)], {'bandwidth': 16}), (2, 3): ([(56, 6), (6, 257)], {'bandwidth': 39}), (2, 6): ([(56, 105), (105, 257)], {'bandwidth': 35}), (1, 2): ([(146, 257)], {'bandwidth': 50}), (1, 6): ([(56, 23), (23, 146)], {'bandwidth': 11}), (4, 6): ([(56, 255)], {'bandwidth': 40}), (4, 3): ([(56, 37), (37, 255)], {'bandwidth': 20}), (7, 3): ([(56, 255)], {'bandwidth': 14}), (5, 1): ([(146, 255)], {'bandwidth': 46}), (5, 4): ([(255, 255)], {'bandwidth': 37}), (0, 3): ([(56, 37), (37, 255)], {'bandwidth': 30}), (0, 7): ([(255, 255)], {'bandwidth': 25}), (0, 2): ([(255, 257)], {'bandwidth': 14}), (0, 6): ([(56, 255)], {'bandwidth': 1}), (8, 3): ([(56, 76)], {'bandwidth': 30}), (8, 7): ([(76, 255)], {'bandwidth': 26}), (8, 6): ([(56, 76)], {'bandwidth': 13}), (8, 1): ([(76, 44), (44, 146)], {'bandwidth': 9})}",821,755,0.9196102314250914,9,0
9,arrival,18,9,True,True,"{1: (172, {'cpu': 5, 'gpu': 4, 'ram': 12}), 0: (172, {'cpu': 12, 'gpu': 15, 'ram': 9})}","{(0, 1): ([(172, 172)], {'bandwidth': 30})}",57,87,1.5263157894736843,10,0
