event_id,event_type,event_time,v_net_id,place_result,route_result,node_mapping,link_mapping,cost,revenue,r2c_ratio,running_request,elapsed_time
0,arrival,15,0,True,True,"{3: (74, {'cpu': 8, 'gpu': 19, 'ram': 10}), 1: (74, {'cpu': 9, 'gpu': 0, 'ram': 12}), 2: (74, {'cpu': 6, 'gpu': 9, 'ram': 0}), 0: (74, {'cpu': 8, 'gpu': 2, 'ram': 19})}","{(1, 3): ([(74, 74)], {'bandwidth': 48}), (2, 3): ([(74, 74)], {'bandwidth': 36}), (2, 1): ([(74, 74)], {'bandwidth': 17}), (0, 1): ([(74, 74)], {'bandwidth': 43}), (0, 2): ([(74, 74)], {'bandwidth': 32})}",102,278,2.7254901960784315,1,0
1,arrival,26,1,True,True,"{0: (95, {'cpu': 7, 'gpu': 0, 'ram': 14}), 2: (95, {'cpu': 13, 'gpu': 2, 'ram': 14}), 1: (95, {'cpu': 19, 'gpu': 7, 'ram': 3}), 3: (95, {'cpu': 6, 'gpu': 16, 'ram': 19})}","{(1, 0): ([(95, 95)], {'bandwidth': 50}), (1, 2): ([(95, 95)], {'bandwidth': 6}), (3, 1): ([(95, 95)], {'bandwidth': 5})}",120,181,1.5083333333333333,2,0
2,arrival,31,2,True,True,"{2: (0, {'cpu': 5, 'gpu': 15, 'ram': 12}), 6: (0, {'cpu': 3, 'gpu': 2, 'ram': 13}), 3: (0, {'cpu': 19, 'gpu': 1, 'ram': 6}), 1: (0, {'cpu': 4, 'gpu': 9, 'ram': 2}), 8: (0, {'cpu': 5, 'gpu': 10, 'ram': 0}), 0: (0, {'cpu': 7, 'gpu': 3, 'ram': 5}), 9: (0, {'cpu': 19, 'gpu': 14, 'ram': 15}), 7: (0, {'cpu': 14, 'gpu': 9, 'ram': 11}), 5: (0, {'cpu': 0, 'gpu': 0, 'ram': 14}), 4: (48, {'cpu': 19, 'gpu': 1, 'ram': 3})}","{(6, 2): ([(0, 0)], {'bandwidth': 48}), (3, 2): ([(0, 0)], {'bandwidth': 43}), (3, 6): ([(0, 0)], {'bandwidth': 38}), (1, 6): ([(0, 0)], {'bandwidth': 16}), (8, 2): ([(0, 0)], {'bandwidth': 49}), (8, 1): ([(0, 0)], {'bandwidth': 26}), (8, 3): ([(0, 0)], {'bandwidth': 10}), (0, 1): ([(0, 0)], {'bandwidth': 38}), (0, 8): ([(0, 0)], {'bandwidth': 26}), (9, 2): ([(0, 0)], {'bandwidth': 50}), (9, 6): ([(0, 0)], {'bandwidth': 48}), (9, 1): ([(0, 0)], {'bandwidth': 2}), (7, 0): ([(0, 0)], {'bandwidth': 25}), (7, 2): ([(0, 0)], {'bandwidth': 25}), (7, 6): ([(0, 0)], {'bandwidth': 8}), (5, 8): ([(0, 0)], {'bandwidth': 14}), (5, 0): ([(0, 0)], {'bandwidth': 8}), (4, 9): ([(0, 48)], {'bandwidth': 10}), (4, 5): ([(0, 48)], {'bandwidth': 5})}",255,729,2.8588235294117648,3,0
3,arrival,42,3,True,True,"{1: (33, {'cpu': 10, 'gpu': 7, 'ram': 0}), 0: (33, {'cpu': 0, 'gpu': 16, 'ram': 6})}","{(0, 1): ([(33, 33)], {'bandwidth': 46})}",39,85,2.1794871794871793,4,0
4,leave,48,0,True,True,"{}","{}",0,0,0,3,0
5,arrival,54,4,True,True,"{0: (74, {'cpu': 12, 'gpu': 9, 'ram': 5}), 1: (74, {'cpu': 10, 'gpu': 2, 'ram': 12})}","{(1, 0): ([(74, 74)], {'bandwidth': 46})}",50,96,1.92,4,0
6,arrival,59,5,True,True,"{3: (10, {'cpu': 6, 'gpu': 19, 'ram': 11}), 2: (10, {'cpu': 20, 'gpu': 8, 'ram': 17}), 6: (12, {'cpu': 0, 'gpu': 16, 'ram': 1}), 0: (12, {'cpu': 4, 'gpu': 16, 'ram': 8}), 4: (12, {'cpu': 17, 'gpu': 3, 'ram': 17}), 1: (12, {'cpu': 7, 'gpu': 15, 'ram': 7}), 5: (12, {'cpu': 13, 'gpu': 18, 'ram': 17})}","{(2, 3): ([(10, 10)], {'bandwidth': 27}), (6, 3): ([(10, 12)], {'bandwidth': 32}), (6, 2): ([(10, 12)], {'bandwidth': 26}), (0, 3): ([(10, 3), (3, 39), (39, 12)], {'bandwidth': 31}), (0, 2): ([(10, 25), (25, 2), (2, 12)], {'bandwidth': 21}), (4, 6): ([(12, 12)], {'bandwidth': 36}), (4, 0): ([(12, 12)], {'bandwidth': 35}), (4, 2): ([(10, 25), (25, 2), (2, 12)], {'bandwidth': 23}), (1, 0): ([(12, 12)], {'bandwidth': 9}), (1, 6): ([(12, 12)], {'bandwidth': 9}), (5, 4): ([(12, 12)], {'bandwidth': 15}), (5, 1): ([(12, 12)], {'bandwidth': 7})}",523,511,0.9770554493307839,5,0
7,arrival,65,6,True,True,"{1: (42, {'cpu': 14, 'gpu': 12, 'ram': 13}), 4: (42, {'cpu': 16, 'gpu': 14, 'ram': 8}), 0: (42, {'cpu': 15, 'gpu': 6, 'ram': 1}), 2: (42, {'cpu': 9, 'gpu': 10, 'ram': 13}), 6: (42, {'cpu': 17, 'gpu': 3, 'ram': 5}), 5: (42, {'cpu': 13, 'gpu': 8, 'ram': 4}), 3: (51, {'cpu': 19, 'gpu': 10, 'ram': 10}), 7: (50, {'cpu': 15, 'gpu': 20, 'ram': 8})}","{(4, 1): ([(42, 42)], {'bandwidth': 34}), (0, 4): ([(42, 42)], {'bandwidth': 37}), (0, 1): ([(42, 42)], {'bandwidth': 22}), (2, 1): ([(42, 42)], {'bandwidth': 48}), (2, 4): ([(42, 42)], {'bandwidth': 41}), (2, 0): ([(42, 42)], {'bandwidth': 32}), (6, 1): ([(42, 42)], {'bandwidth': 48}), (6, 4): ([(42, 42)], {'bandwidth': 17}), (6, 2): ([(42, 42)], {'bandwidth': 11}), (6, 0): ([(42, 42)], {'bandwidth': 1}), (5, 6): ([(42, 42)], {'bandwidth': 23}), (5, 2): ([(42, 42)], {'bandwidth': 7}), (3, 6): ([(42, 103), (103, 51)], {'bandwidth': 48}), (7, 3): ([(50, 32), (32, 31), (31, 51)], {'bandwidth': 6})}",377,638,1.6923076923076923,6,0
8,arrival,72,7,True,True,"{1: (4, {'cpu': 12, 'gpu': 20, 'ram': 19}), 2: (4, {'cpu': 6, 'gpu': 13, 'ram': 1}), 0: (4, {'cpu': 20, 'gpu': 18, 'ram': 14})}","{(2, 1): ([(4, 4)], {'bandwidth': 31}), (0, 1): ([(4, 4)], {'bandwidth': 29}), (0, 2): ([(4, 4)], {'bandwidth': 3})}",123,186,1.5121951219512195,7,0
9,arrival,84,8,True,True,"{2: (109, {'cpu': 13, 'gpu': 9, 'ram': 13}), 6: (109, {'cpu': 8, 'gpu': 12, 'ram': 6}), 1: (109, {'cpu': 0, 'gpu': 17, 'ram': 2}), 0: (109, {'cpu': 19, 'gpu': 17, 'ram': 5}), 5: (73, {'cpu': 18, 'gpu': 18, 'ram': 12}), 4: (109, {'cpu': 11, 'gpu': 5, 'ram': 7}), 3: (73, {'cpu': 6, 'gpu': 14, 'ram': 0})}","{(6, 2): ([(109, 109)], {'bandwidth': 26}), (1, 2): ([(109, 109)], {'bandwidth': 49}), (1, 6): ([(109, 109)], {'bandwidth': 25}), (0, 2): ([(109, 109)], {'bandwidth': 48}), (0, 6): ([(109, 109)], {'bandwidth': 30}), (0, 1): ([(109, 109)], {'bandwidth': 0}), (5, 6): ([(73, 109)], {'bandwidth': 47}), (5, 1): ([(73, 34), (34, 109)], {'bandwidth': 43}), (4, 2): ([(109, 109)], {'bandwidth': 49}), (4, 6): ([(109, 109)], {'bandwidth': 19}), (3, 6): ([(73, 34), (34, 109)], {'bandwidth': 33}), (3, 1): ([(73, 109)], {'bandwidth': 19})}",430,600,1.3953488372093024,8,0
